Experiment	ReleaseDate	TaxID	ScientificName	species_tax_id	class_tax_id	strain_tax_id	species	LibraryLayout	Platform	Model	Run	SRAStudy	BioProject	ProjectID	Sample	BioSample	Submission	LibraryStrategy	LibrarySelection	LibrarySource	Body_Site	CenterName	InsertSize	InsertDev	SRA ID	GEO Series	GEO Sample	PMID	Biosample ID	biosample_strain	biosample_genotype	reference_sequence	project_name	condition_name	reference_condition	strain_description	base_media	carbon_source	nitrogen_source	aerobicity	supplement	temperature	pH	growth_phase	OD	additional_notes	ScientificName_curated	Host	Knockout	Other_available_omics	Biological_replicate	Technical_replicate	SampleID	R1	R2
SRX1258665	9/18/16 20:49	99287	Salmonella enterica subsp. enterica serovar Typhimurium str. LT2	28901	1236	99287	Salmonella enterica	PAIRED	ILLUMINA	Illumina HiSeq 1000	SRR2444791	SRP063839	PRJNA296349	296349	SRS1073753	SAMN04096038	SRA299346	RNA-Seq	cDNA	TRANSCRIPTOMIC		GEO	0	0	1807487	GSE73192	GSM1888395		4096038	LT2	WT	NC_003197.2;NC_003277.2	tomato	tomato_root	LB	WT	tomato_root			Aerobic						Grown for 3 days	Salmonella enterica subsp. enterica serovar Typhimurium str. LT2	Human	WT		1	1	tomato_root_1		
SRX1258664	9/18/16 20:49	99287	Salmonella enterica subsp. enterica serovar Typhimurium str. LT2	28901	1236	99287	Salmonella enterica	PAIRED	ILLUMINA	Illumina HiSeq 1000	SRR2444790	SRP063839	PRJNA296349	296349	SRS1073747	SAMN04096037	SRA299346	RNA-Seq	cDNA	TRANSCRIPTOMIC		GEO	0	0	1807486	GSE73192	GSM1888394		4096037	LT2	WT	NC_003197.2;NC_003277.2	tomato	tomato_shoot	LB	WT	tomato_shoot			Aerobic						Grown for 3 days	Salmonella enterica subsp. enterica serovar Typhimurium str. LT2	Human	WT		3	1	tomato_shoot_3		
SRX1258662	9/18/16 20:49	99287	Salmonella enterica subsp. enterica serovar Typhimurium str. LT2	28901	1236	99287	Salmonella enterica	PAIRED	ILLUMINA	Illumina HiSeq 1000	SRR2444787	SRP063839	PRJNA296349	296349	SRS1073755	SAMN04096035	SRA299346	RNA-Seq	cDNA	TRANSCRIPTOMIC		GEO	0	0	1807484	GSE73192	GSM1888392		4096035	LT2	WT	NC_003197.2;NC_003277.2	tomato	tomato_shoot	LB	WT	tomato_shoot			Aerobic						Grown for 3 days	Salmonella enterica subsp. enterica serovar Typhimurium str. LT2	Human	WT		1	1	tomato_shoot_1		
SRX1258668	9/18/16 20:49	99287	Salmonella enterica subsp. enterica serovar Typhimurium str. LT2	28901	1236	99287	Salmonella enterica	PAIRED	ILLUMINA	Illumina HiSeq 1000	SRR2444796	SRP063839	PRJNA296349	296349	SRS1073750	SAMN04096041	SRA299346	RNA-Seq	cDNA	TRANSCRIPTOMIC		GEO	0	0	1807490	GSE73192	GSM1888398		4096041	LT2	WT	NC_003197.2;NC_003277.2	tomato	LB	LB	WT	LB			Aerobic						Grown for 3 days	Salmonella enterica subsp. enterica serovar Typhimurium str. LT2	Human	WT		1	1	LB_1		
SRX2195704	4/13/18 16:14	99287	Salmonella enterica subsp. enterica serovar Typhimurium str. LT2	28901	1236	99287	Salmonella enterica	SINGLE	ILLUMINA	Illumina HiSeq 2500	SRR4301244	SRP090571	PRJNA344783	344783	SRS1717637	SAMN05833289	SRA480920	RNA-Seq	cDNA	TRANSCRIPTOMIC		GEO	0	0	3190948	GSE87447	GSM2331474	29717015	5833289	LT2	wild-type	NC_003197.2;NC_003277.2	flagella	WT	WT	WT	LB			Aerobic		37C			1.3		Salmonella enterica subsp. enterica serovar Typhimurium str. LT2		WT		1	1	flagella_wt_1		
SRX2195705	4/13/18 16:14	99287	Salmonella enterica subsp. enterica serovar Typhimurium str. LT2	28901	1236	99287	Salmonella enterica	SINGLE	ILLUMINA	Illumina HiSeq 2500	SRR4301245	SRP090571	PRJNA344783	344783	SRS1717638	SAMN05833288	SRA480920	RNA-Seq	cDNA	TRANSCRIPTOMIC		GEO	0	0	3190949	GSE87447	GSM2331475	29717015	5833288	LT2	wild-type	NC_003197.2;NC_003277.2	flagella	WT	WT	WT	LB			Aerobic		37C			1.3		Salmonella enterica subsp. enterica serovar Typhimurium str. LT2		WT		2	1	flagella_wt_2		
SRX2195706	4/13/18 16:14	99287	Salmonella enterica subsp. enterica serovar Typhimurium str. LT2	28901	1236	99287	Salmonella enterica	SINGLE	ILLUMINA	Illumina HiSeq 2500	SRR4301246	SRP090571	PRJNA344783	344783	SRS1717639	SAMN05833302	SRA480920	RNA-Seq	cDNA	TRANSCRIPTOMIC		GEO	0	0	3190950	GSE87447	GSM2331476	29717015	5833302	LT2	_rfaL	NC_003197.2;NC_003277.2	flagella	del_rfaL	WT	del_rfaL	LB			Aerobic		37C			1.3		Salmonella enterica subsp. enterica serovar Typhimurium str. LT2		rfaL		1	1	flagella_del_rfaL_1		
SRX2195707	4/13/18 16:14	99287	Salmonella enterica subsp. enterica serovar Typhimurium str. LT2	28901	1236	99287	Salmonella enterica	SINGLE	ILLUMINA	Illumina HiSeq 2500	SRR4301247	SRP090571	PRJNA344783	344783	SRS1717641	SAMN05833301	SRA480920	RNA-Seq	cDNA	TRANSCRIPTOMIC		GEO	0	0	3190951	GSE87447	GSM2331477	29717015	5833301	LT2	_rfaL	NC_003197.2;NC_003277.2	flagella	del_rfaL	WT	del_rfaL	LB			Aerobic		37C			1.3		Salmonella enterica subsp. enterica serovar Typhimurium str. LT2		rfaL		2	1	flagella_del_rfaL_2		
SRX2195708	4/13/18 16:14	99287	Salmonella enterica subsp. enterica serovar Typhimurium str. LT2	28901	1236	99287	Salmonella enterica	SINGLE	ILLUMINA	Illumina HiSeq 2500	SRR4301248	SRP090571	PRJNA344783	344783	SRS1717640	SAMN05833300	SRA480920	RNA-Seq	cDNA	TRANSCRIPTOMIC		GEO	0	0	3190952	GSE87447	GSM2331478	29717015	5833300	LT2	_rfaG	NC_003197.2;NC_003277.2	flagella	del_rfaG	WT	del_rfaG	LB			Aerobic		37C			1.3		Salmonella enterica subsp. enterica serovar Typhimurium str. LT2		rfaG		1	1	flagella_del_rfaG_1		
SRX2195709	4/13/18 16:14	99287	Salmonella enterica subsp. enterica serovar Typhimurium str. LT2	28901	1236	99287	Salmonella enterica	SINGLE	ILLUMINA	Illumina HiSeq 2500	SRR4301249	SRP090571	PRJNA344783	344783	SRS1717642	SAMN05833299	SRA480920	RNA-Seq	cDNA	TRANSCRIPTOMIC		GEO	0	0	3190953	GSE87447	GSM2331479	29717015	5833299	LT2	_rfaG	NC_003197.2;NC_003277.2	flagella	del_rfaG	WT	del_rfaG	LB			Aerobic		37C			1.3		Salmonella enterica subsp. enterica serovar Typhimurium str. LT2		rfaG		2	1	flagella_del_rfaG_2		
SRX2195710	4/13/18 16:14	99287	Salmonella enterica subsp. enterica serovar Typhimurium str. LT2	28901	1236	99287	Salmonella enterica	SINGLE	ILLUMINA	Illumina HiSeq 2500	SRR4301250	SRP090571	PRJNA344783	344783	SRS1717643	SAMN05833298	SRA480920	RNA-Seq	cDNA	TRANSCRIPTOMIC		GEO	0	0	3190954	GSE87447	GSM2331480	29717015	5833298	LT2	_rfaD	NC_003197.2;NC_003277.2	flagella	del_rfaD	WT	del_rfaD	LB			Aerobic		37C			1.3		Salmonella enterica subsp. enterica serovar Typhimurium str. LT2		rfaD		1	1	flagella_del_rfaD_1		
SRX2195711	4/13/18 16:14	99287	Salmonella enterica subsp. enterica serovar Typhimurium str. LT2	28901	1236	99287	Salmonella enterica	SINGLE	ILLUMINA	Illumina HiSeq 2500	SRR4301251	SRP090571	PRJNA344783	344783	SRS1717646	SAMN05833297	SRA480920	RNA-Seq	cDNA	TRANSCRIPTOMIC		GEO	0	0	3190955	GSE87447	GSM2331481	29717015	5833297	LT2	_rfaD	NC_003197.2;NC_003277.2	flagella	del_rfaD	WT	del_rfaD	LB			Aerobic		37C			1.3		Salmonella enterica subsp. enterica serovar Typhimurium str. LT2		rfaD		2	1	flagella_del_rfaD_2		
SRX2492692	1/18/17 13:19	90371	Salmonella enterica subsp. enterica serovar Typhimurium str. LT2	28901	1236	90371	Salmonella enterica	PAIRED	ILLUMINA	Illumina MiSeq	SRR5176472	SRP096741	PRJNA361257	361257	SRS1922282	SAMN06229505	SRA527218	RNA-Seq	RANDOM	TRANSCRIPTOMIC		MIT	0	0	3613744				6229505	LT2																	Salmonella enterica subsp. enterica serovar Typhimurium str. LT2								
SRX2492693	1/18/17 13:27	90371	Salmonella enterica subsp. enterica serovar Typhimurium str. LT2	28901	1236	90371	Salmonella enterica	PAIRED	ILLUMINA	Illumina MiSeq	SRR5176473	SRP096741	PRJNA361257	361257	SRS1922283	SAMN06229504	SRA527218	RNA-Seq	RANDOM	TRANSCRIPTOMIC		MIT	0	0	3613745				6229504	LT2																	Salmonella enterica subsp. enterica serovar Typhimurium str. LT2								
SRX2598260	3/6/17 0:00	90371	Salmonella enterica subsp. enterica serovar Typhimurium str. LT2	28901	1236	90371	Salmonella enterica	PAIRED	ILLUMINA	Illumina HiSeq 2500	SRR5295692	SRP100813	PRJNA377210	377210	SRS1995474	SAMN06350499	SRA541065	RNA-Seq	unspecified	TRANSCRIPTOMIC		ANHUI AGRICULTURAL UNIVERSITY	0	0	3760119			28380031	6350499	Salmonella Typhimurium ATCC13311		NC_003197.2;NC_003277.2															Salmonella enterica subsp. enterica serovar Typhimurium str. ATCC13311								
SRX2598262	3/6/17 0:00	90371	Salmonella enterica subsp. enterica serovar Typhimurium str. LT2	28901	1236	90371	Salmonella enterica	PAIRED	ILLUMINA	Illumina HiSeq 2500	SRR5295694	SRP100813	PRJNA377210	377210	SRS1995480	SAMN06350501	SRA541065	RNA-Seq	unspecified	TRANSCRIPTOMIC		ANHUI AGRICULTURAL UNIVERSITY	0	0	3760121			28380031	6350501	Salmonella Typhimurium ATCC13311		NC_003197.2;NC_003277.2															Salmonella enterica subsp. enterica serovar Typhimurium str. TW4								
SRX3136375	8/29/17 16:17	99287	Salmonella enterica subsp. enterica serovar Typhimurium str. LT2	28901	1236	99287	Salmonella enterica	PAIRED	ILLUMINA	NextSeq 500	SRR5980348;SRR5980349;SRR5980350;SRR5980351	SRP116269	PRJNA400327	400327	SRS2469297	SAMN07563778	SRA602980	RNA-Seq	cDNA	TRANSCRIPTOMIC		GEO	0	0	4432078	GSE103146	GSM2754488	29021529	7563778	DM9404	wild-type	NC_003197.2;NC_003277.2	2AA	WT	WT	LT2_DM9404	no_carbon_E_medium_NCE	11_mM D-glucose		Aerobic	1_mM MgSO4, trace minerals	37C		mid-log	0.6 (OD650)	Difco nutrient browth (NB) (8_g/L) containing NaCL (5_g/L) was used as rich medium. Minimal medium treatment.	Salmonella enterica subsp. enterica serovar Typhimurium str. LT2 DM9404		WT		1	1	2AA_wt_1		
SRX3136376	8/29/17 16:17	99287	Salmonella enterica subsp. enterica serovar Typhimurium str. LT2	28901	1236	99287	Salmonella enterica	PAIRED	ILLUMINA	NextSeq 500	SRR5980352;SRR5980353;SRR5980354;SRR5980355	SRP116269	PRJNA400327	400327	SRS2469321	SAMN07563777	SRA602980	RNA-Seq	cDNA	TRANSCRIPTOMIC		GEO	0	0	4432079	GSE103146	GSM2754489	29021529	7563777	DM9404	wild-type	NC_003197.2;NC_003277.2	2AA	WT	WT	LT2_DM9404	no_carbon_E_medium_NCE	11_mM D-glucose		Aerobic	1_mM MgSO4, trace minerals	37C		mid-log	0.6 (OD650)	Difco nutrient browth (NB) (8_g/L) containing NaCL (5_g/L) was used as rich medium. Minimal medium treatment.	Salmonella enterica subsp. enterica serovar Typhimurium str. LT2 DM9404		WT		2	1	2AA_wt_2		
SRX3136377	8/29/17 16:17	99287	Salmonella enterica subsp. enterica serovar Typhimurium str. LT2	28901	1236	99287	Salmonella enterica	PAIRED	ILLUMINA	NextSeq 500	SRR5980356;SRR5980357;SRR5980358;SRR5980359	SRP116269	PRJNA400327	400327	SRS2469307	SAMN07563776	SRA602980	RNA-Seq	cDNA	TRANSCRIPTOMIC		GEO	0	0	4432080	GSE103146	GSM2754490	29021529	7563776	DM9404	wild-type	NC_003197.2;NC_003277.2	2AA	WT	WT	LT2_DM9404	no_carbon_E_medium_NCE	11_mM D-glucose		Aerobic	1_mM MgSO4, trace minerals	37C		mid-log	0.6 (OD650)	Difco nutrient browth (NB) (8_g/L) containing NaCL (5_g/L) was used as rich medium. Minimal medium treatment.	Salmonella enterica subsp. enterica serovar Typhimurium str. LT2 DM9404		WT		3	1	2AA_wt_3		
SRX3136378	8/29/17 16:17	99287	Salmonella enterica subsp. enterica serovar Typhimurium str. LT2	28901	1236	99287	Salmonella enterica	PAIRED	ILLUMINA	NextSeq 500	SRR5980360;SRR5980361;SRR5980362;SRR5980363	SRP116269	PRJNA400327	400327	SRS2469298	SAMN07563783	SRA602980	RNA-Seq	cDNA	TRANSCRIPTOMIC		GEO	0	0	4432081	GSE103146	GSM2754491	29021529	7563783	DM9404	wild-type	NC_003197.2;NC_003277.2	2AA	WT	WT	LT2_DM9404	no_carbon_E_medium_NCE	11_mM D-glucose		Aerobic	1_mM MgSO4, trace minerals	37C		mid-log	0.6 (OD650)	Difco nutrient browth (NB) (8_g/L) containing NaCL (5_g/L) was used as rich medium. Minimal medium treatment.	Salmonella enterica subsp. enterica serovar Typhimurium str. LT2 DM9404		WT		4	1	2AA_wt_4		
SRX3136379	8/29/17 16:17	99287	Salmonella enterica subsp. enterica serovar Typhimurium str. LT2	28901	1236	99287	Salmonella enterica	PAIRED	ILLUMINA	NextSeq 500	SRR5980364;SRR5980365;SRR5980366;SRR5980367	SRP116269	PRJNA400327	400327	SRS2469299	SAMN07563782	SRA602980	RNA-Seq	cDNA	TRANSCRIPTOMIC		GEO	0	0	4432082	GSE103146	GSM2754492	29021529	7563782	DM3480	ridA	NC_003197.2;NC_003277.2	2AA	del_ridA	WT	LT2_DM3480	no_carbon_E_medium_NCE	11_mM D-glucose		Aerobic	1_mM MgSO4, trace minerals	37C		mid-log	0.6 (OD650)	Difco nutrient browth (NB) (8_g/L) containing NaCL (5_g/L) was used as rich medium. Minimal medium treatment.	Salmonella enterica subsp. enterica serovar Typhimurium str. LT2 DM3480		ridA		1	1	2AA_del_ridA_1		
SRX3136380	8/29/17 16:17	99287	Salmonella enterica subsp. enterica serovar Typhimurium str. LT2	28901	1236	99287	Salmonella enterica	PAIRED	ILLUMINA	NextSeq 500	SRR5980368;SRR5980369;SRR5980370;SRR5980371	SRP116269	PRJNA400327	400327	SRS2469302	SAMN07563781	SRA602980	RNA-Seq	cDNA	TRANSCRIPTOMIC		GEO	0	0	4432083	GSE103146	GSM2754493	29021529	7563781	DM3480	ridA	NC_003197.2;NC_003277.2	2AA	del_ridA	WT	LT2_DM3480	no_carbon_E_medium_NCE	11_mM D-glucose		Aerobic	1_mM MgSO4, trace minerals	37C		mid-log	0.6 (OD650)	Difco nutrient browth (NB) (8_g/L) containing NaCL (5_g/L) was used as rich medium. Minimal medium treatment.	Salmonella enterica subsp. enterica serovar Typhimurium str. LT2 DM3480		ridA		2	1	2AA_del_ridA_2		
SRX3136381	8/29/17 16:17	99287	Salmonella enterica subsp. enterica serovar Typhimurium str. LT2	28901	1236	99287	Salmonella enterica	PAIRED	ILLUMINA	NextSeq 500	SRR5980372;SRR5980373;SRR5980374;SRR5980375	SRP116269	PRJNA400327	400327	SRS2469300	SAMN07563780	SRA602980	RNA-Seq	cDNA	TRANSCRIPTOMIC		GEO	0	0	4432084	GSE103146	GSM2754494	29021529	7563780	DM3480	ridA	NC_003197.2;NC_003277.2	2AA	del_ridA	WT	LT2_DM3480	no_carbon_E_medium_NCE	11_mM D-glucose		Aerobic	1_mM MgSO4, trace minerals	37C		mid-log	0.6 (OD650)	Difco nutrient browth (NB) (8_g/L) containing NaCL (5_g/L) was used as rich medium. Minimal medium treatment.	Salmonella enterica subsp. enterica serovar Typhimurium str. LT2 DM3480		ridA		3	1	2AA_del_ridA_3		
SRX3136382	8/29/17 16:17	99287	Salmonella enterica subsp. enterica serovar Typhimurium str. LT2	28901	1236	99287	Salmonella enterica	PAIRED	ILLUMINA	NextSeq 500	SRR5980376;SRR5980377;SRR5980378;SRR5980379	SRP116269	PRJNA400327	400327	SRS2469301	SAMN07563779	SRA602980	RNA-Seq	cDNA	TRANSCRIPTOMIC		GEO	0	0	4432085	GSE103146	GSM2754495	29021529	7563779	DM3480	ridA	NC_003197.2;NC_003277.2	2AA	del_ridA	WT	LT2_DM3480	no_carbon_E_medium_NCE	11_mM D-glucose		Aerobic	1_mM MgSO4, trace minerals	37C		mid-log	0.6 (OD650)	Difco nutrient browth (NB) (8_g/L) containing NaCL (5_g/L) was used as rich medium. Minimal medium treatment.	Salmonella enterica subsp. enterica serovar Typhimurium str. LT2 DM3480		ridA		4	1	2AA_del_ridA_4		
SRX3798489	3/15/18 14:41	90371	Salmonella enterica subsp. enterica serovar Typhimurium str. LT2	28901	1236	90371	Salmonella enterica	PAIRED	ILLUMINA	NextSeq 500	SRR6843055	SRP135791	PRJNA438234	438234	SRS3050568	SAMN08711863	SRA666809	RNA-Seq	RANDOM	TRANSCRIPTOMIC		MAYLABEL'S SHARED SUBMISSIONS	0	0	5233162			30214435	8711863	serovar Typhimurium	wild-type	NC_003197.2;NC_003277.2	omv	ControlPCN_HighOD_OMV-RNAs	controlPCN_lowOD_intracellularRNAs	LT2	PCN	glucose(22.2mM)	NH4Cl(15mM)	Aerobic		37C	7.4	stationary	1.6		Salmonella enterica subsp. enterica serovar Typhimurium str. LT2	Human	WT		2	1	ControlPCN_HighOD_OMV-RNAs_2		
SRX3798490	3/15/18 14:48	90371	Salmonella enterica subsp. enterica serovar Typhimurium str. LT2	28901	1236	90371	Salmonella enterica	PAIRED	ILLUMINA	NextSeq 500	SRR6843054	SRP135791	PRJNA438234	438234	SRS3050569	SAMN08711862	SRA666809	RNA-Seq	RANDOM	TRANSCRIPTOMIC		MAYLABEL'S SHARED SUBMISSIONS	0	0	5233163			30214435	8711862	serovar Typhimurium	wild-type	NC_003197.2;NC_003277.2	omv	ControlPCN_HighOD_OMV-RNAs	controlPCN_lowOD_intracellularRNAs	LT2	PCN	glucose(22.2mM)	NH4Cl(15mM)	Aerobic		37C	7.4	stationary	1.6		Salmonella enterica subsp. enterica serovar Typhimurium str. LT2	Human	WT		1	1	ControlPCN_HighOD_OMV-RNAs_1		
SRX3798491	3/15/18 14:28	90371	Salmonella enterica subsp. enterica serovar Typhimurium str. LT2	28901	1236	90371	Salmonella enterica	PAIRED	ILLUMINA	NextSeq 500	SRR6843053	SRP135791	PRJNA438234	438234	SRS3050571	SAMN08711861	SRA666809	RNA-Seq	RANDOM	TRANSCRIPTOMIC		MAYLABEL'S SHARED SUBMISSIONS	0	0	5233164			30214435	8711861	serovar Typhimurium	wild-type	NC_003197.2;NC_003277.2	omv	spi2_ind_lowOD_intracellularRNAs	controlPCN_lowOD_intracellularRNAs	LT2	PCN-SPI-2ind	glucose(22.2mM)	NH4Cl(15mM)	Aerobic	80 mM MES replacing MOPS, 0.4 mM K2HPO4 instead	37C	5.8	log	0.4		Salmonella enterica subsp. enterica serovar Typhimurium str. LT2	Human	WT		3	1	SPI-2ind_LowOD_intracellularRNAs_3		
SRX3798492	3/15/18 14:33	90371	Salmonella enterica subsp. enterica serovar Typhimurium str. LT2	28901	1236	90371	Salmonella enterica	PAIRED	ILLUMINA	NextSeq 500	SRR6843052	SRP135791	PRJNA438234	438234	SRS3050570	SAMN08711860	SRA666809	RNA-Seq	RANDOM	TRANSCRIPTOMIC		MAYLABEL'S SHARED SUBMISSIONS	0	0	5233165			30214435	8711860	serovar Typhimurium	wild-type	NC_003197.2;NC_003277.2	omv	spi2_ind_lowOD_intracellularRNAs	controlPCN_lowOD_intracellularRNAs	LT2	PCN-SPI-2ind	glucose(22.2mM)	NH4Cl(15mM)	Aerobic	80 mM MES replacing MOPS, 0.4 mM K2HPO4 instead	37C	5.8	log	0.4		Salmonella enterica subsp. enterica serovar Typhimurium str. LT2	Human	WT		2	1	SPI-2ind_LowOD_intracellularRNAs_2		
SRX3798493	3/15/18 14:41	90371	Salmonella enterica subsp. enterica serovar Typhimurium str. LT2	28901	1236	90371	Salmonella enterica	PAIRED	ILLUMINA	NextSeq 500	SRR6843051	SRP135791	PRJNA438234	438234	SRS3050572	SAMN08711867	SRA666809	RNA-Seq	RANDOM	TRANSCRIPTOMIC		MAYLABEL'S SHARED SUBMISSIONS	0	0	5233166			30214435	8711867	serovar Typhimurium	wild-type	NC_003197.2;NC_003277.2	omv	SPI-2ind_HighOD_OMV-RNAs	controlPCN_lowOD_intracellularRNAs	LT2	PCN-SPI-2ind	glucose(22.2mM)	NH4Cl(15mM)	Aerobic	80 mM MES replacing MOPS, 0.4 mM K2HPO4 instead	37C	5.8	stationary	0.8		Salmonella enterica subsp. enterica serovar Typhimurium str. LT2	Human	WT		3	1	SPI-2ind_HighOD_OMV-RNAs_3		
SRX3798494	3/15/18 14:37	90371	Salmonella enterica subsp. enterica serovar Typhimurium str. LT2	28901	1236	90371	Salmonella enterica	PAIRED	ILLUMINA	NextSeq 500	SRR6843050	SRP135791	PRJNA438234	438234	SRS3050573	SAMN08711866	SRA666809	RNA-Seq	RANDOM	TRANSCRIPTOMIC		MAYLABEL'S SHARED SUBMISSIONS	0	0	5233167			30214435	8711866	serovar Typhimurium	wild-type	NC_003197.2;NC_003277.2	omv	SPI-2ind_HighOD_OMV-RNAs	controlPCN_lowOD_intracellularRNAs	LT2	PCN-SPI-2ind	glucose(22.2mM)	NH4Cl(15mM)	Aerobic	80 mM MES replacing MOPS, 0.4 mM K2HPO4 instead	37C	5.8	stationary	0.8		Salmonella enterica subsp. enterica serovar Typhimurium str. LT2	Human	WT		2	1	SPI-2ind_HighOD_OMV-RNAs_2		
SRX3798495	3/15/18 14:41	90371	Salmonella enterica subsp. enterica serovar Typhimurium str. LT2	28901	1236	90371	Salmonella enterica	PAIRED	ILLUMINA	NextSeq 500	SRR6843049	SRP135791	PRJNA438234	438234	SRS3050574	SAMN08711865	SRA666809	RNA-Seq	RANDOM	TRANSCRIPTOMIC		MAYLABEL'S SHARED SUBMISSIONS	0	0	5233168			30214435	8711865	serovar Typhimurium	wild-type	NC_003197.2;NC_003277.2	omv	SPI-2ind_HighOD_OMV-RNAs	controlPCN_lowOD_intracellularRNAs	LT2	PCN-SPI-2ind	glucose(22.2mM)	NH4Cl(15mM)	Aerobic	80 mM MES replacing MOPS, 0.4 mM K2HPO4 instead	37C	5.8	stationary	0.8		Salmonella enterica subsp. enterica serovar Typhimurium str. LT2	Human	WT		1	1	SPI-2ind_HighOD_OMV-RNAs_1		
SRX3798496	3/15/18 14:39	90371	Salmonella enterica subsp. enterica serovar Typhimurium str. LT2	28901	1236	90371	Salmonella enterica	PAIRED	ILLUMINA	NextSeq 500	SRR6843048	SRP135791	PRJNA438234	438234	SRS3050575	SAMN08711864	SRA666809	RNA-Seq	RANDOM	TRANSCRIPTOMIC		MAYLABEL'S SHARED SUBMISSIONS	0	0	5233169			30214435	8711864	serovar Typhimurium	wild-type	NC_003197.2;NC_003277.2	omv	ControlPCN_HighOD_OMV-RNAs	controlPCN_lowOD_intracellularRNAs	LT2	PCN	glucose(22.2mM)	NH4Cl(15mM)	Aerobic		37C	7.4	stationary	1.6		Salmonella enterica subsp. enterica serovar Typhimurium str. LT2	Human	WT		3	1	ControlPCN_HighOD_OMV-RNAs_3		
SRX3798497	3/15/18 14:35	90371	Salmonella enterica subsp. enterica serovar Typhimurium str. LT2	28901	1236	90371	Salmonella enterica	PAIRED	ILLUMINA	NextSeq 500	SRR6843047	SRP135791	PRJNA438234	438234	SRS3050576	SAMN08711869	SRA666809	RNA-Seq	RANDOM	TRANSCRIPTOMIC		MAYLABEL'S SHARED SUBMISSIONS	0	0	5233170			30214435	8711869	serovar Typhimurium	wild-type	NC_003197.2;NC_003277.2	omv	SPI-1ind-LB_highOD _OMV-RNAs	controlPCN_lowOD_intracellularRNAs	LT2	LB			Aerobic	10g/L NaCl	37C		stationary	1.6		Salmonella enterica subsp. enterica serovar Typhimurium str. LT2	Human	WT		2	1	SPI-1ind-LB_HighOD _OMV-RNAs_2		
SRX3798498	3/15/18 14:34	90371	Salmonella enterica subsp. enterica serovar Typhimurium str. LT2	28901	1236	90371	Salmonella enterica	PAIRED	ILLUMINA	NextSeq 500	SRR6843046	SRP135791	PRJNA438234	438234	SRS3050577	SAMN08711868	SRA666809	RNA-Seq	RANDOM	TRANSCRIPTOMIC		MAYLABEL'S SHARED SUBMISSIONS	0	0	5233171			30214435	8711868	serovar Typhimurium	wild-type	NC_003197.2;NC_003277.2	omv	SPI-1ind-LB_highOD _OMV-RNAs	controlPCN_lowOD_intracellularRNAs	LT2	LB			Aerobic	10g/L NaCl	37C		stationary	1.6		Salmonella enterica subsp. enterica serovar Typhimurium str. LT2	Human	WT		1	1	SPI-1ind-LB_HighOD _OMV-RNAs_1		
SRX3798499	3/15/18 14:41	90371	Salmonella enterica subsp. enterica serovar Typhimurium str. LT2	28901	1236	90371	Salmonella enterica	PAIRED	ILLUMINA	NextSeq 500	SRR6843045	SRP135791	PRJNA438234	438234	SRS3050578	SAMN08711876	SRA666809	RNA-Seq	RANDOM	TRANSCRIPTOMIC		MAYLABEL'S SHARED SUBMISSIONS	0	0	5233172			30214435	8711876	serovar Typhimurium	wild-type	NC_003197.2;NC_003277.2	omv	spi2_ind_highOD_intracellularRNAs	controlPCN_lowOD_intracellularRNAs	LT2	PCN-SPI-2ind	glucose(22.2mM)	NH4Cl(15mM)	Aerobic	80 mM MES replacing MOPS, 0.4 mM K2HPO4 instead	37C	5.8	stationary	0.8		Salmonella enterica subsp. enterica serovar Typhimurium str. LT2	Human	WT		3	1	SPI-2ind_HighOD_intracellularRNAs_3		
SRX3798500	3/15/18 14:37	90371	Salmonella enterica subsp. enterica serovar Typhimurium str. LT2	28901	1236	90371	Salmonella enterica	PAIRED	ILLUMINA	NextSeq 500	SRR6843044	SRP135791	PRJNA438234	438234	SRS3050579	SAMN08711877	SRA666809	RNA-Seq	RANDOM	TRANSCRIPTOMIC		MAYLABEL'S SHARED SUBMISSIONS	0	0	5233173			30214435	8711877	serovar Typhimurium	wild-type	NC_003197.2;NC_003277.2	omv	spi1_ind_highOD_intracellularRNAs	controlPCN_lowOD_intracellularRNAs	LT2	LB			Aerobic	10g/L NaCl	37C		stationary	0.8		Salmonella enterica subsp. enterica serovar Typhimurium str. LT2	Human	WT		1	1	SPI-1ind-LB_HighOD _intracellularRNAs_1		
SRX3798501	3/15/18 14:35	90371	Salmonella enterica subsp. enterica serovar Typhimurium str. LT2	28901	1236	90371	Salmonella enterica	PAIRED	ILLUMINA	NextSeq 500	SRR6843043	SRP135791	PRJNA438234	438234	SRS3050580	SAMN08711874	SRA666809	RNA-Seq	RANDOM	TRANSCRIPTOMIC		MAYLABEL'S SHARED SUBMISSIONS	0	0	5233174			30214435	8711874	serovar Typhimurium	wild-type	NC_003197.2;NC_003277.2	omv	spi2_ind_highOD_intracellularRNAs	controlPCN_lowOD_intracellularRNAs	LT2	PCN-SPI-2ind	glucose(22.2mM)	NH4Cl(15mM)	Aerobic	80 mM MES replacing MOPS, 0.4 mM K2HPO4 instead	37C	5.8	stationary	0.8		Salmonella enterica subsp. enterica serovar Typhimurium str. LT2	Human	WT		1	1	SPI-2ind_HighOD_intracellularRNAs_1		
