,ReleaseDate,TaxID,ScientificName,species_tax_id,class_tax_id,strain_tax_id,species,LibraryLayout,Platform,Model,Run,SRAStudy,BioProject,ProjectID,Sample,BioSample,Submission,LibraryStrategy,LibrarySelection,LibrarySource,Body_Site,CenterName,InsertSize,InsertDev,SRA ID,GEO Series,GEO Sample,PMID,Biosample ID,biosample_strain,biosample_genotype,reference_sequence,project_name,condition_name,reference_condition,strain_description,base_media,carbon_source,nitrogen_source,aerobicity,supplement,temperature,pH,growth_phase,OD,additional_notes,ScientificName_curated,Host,Knockout,Other_available_omics,Biological_replicate,Technical_replicate,SampleID,R1,R2,passed_fastqc,passed_reads_mapped_to_CDS,passed_global_correlation,full_name,passed_similar_replicates,passed_number_replicates
SRX3798499,3/15/18 14:41,90371,Salmonella enterica subsp. enterica serovar Typhimurium str. LT2,28901,1236,90371,Salmonella enterica,PAIRED,ILLUMINA,NextSeq 500,SRR6843045,SRP135791,PRJNA438234,438234,SRS3050578,SAMN08711876,SRA666809,RNA-Seq,RANDOM,TRANSCRIPTOMIC,,MAYLABEL'S SHARED SUBMISSIONS,0,0,5233172,,,30214435.0,8711876,serovar Typhimurium,wild-type,NC_003197.2;NC_003277.2,omv,spi2_ind_highOD_intracellularRNAs,controlPCN_lowOD_intracellularRNAs,LT2,PCN-SPI-2ind,glucose(22.2mM),NH4Cl(15mM),Aerobic,"80 mM MES replacing MOPS, 0.4 mM K2HPO4 instead",37C,5.8,stationary,0.8,,Salmonella enterica subsp. enterica serovar Typhimurium str. LT2,Human,WT,,3.0,1.0,SPI-2ind_HighOD_intracellularRNAs_3,,,True,True,True,omv:spi2_ind_highOD_intracellularRNAs,True,True
SRX3798500,3/15/18 14:37,90371,Salmonella enterica subsp. enterica serovar Typhimurium str. LT2,28901,1236,90371,Salmonella enterica,PAIRED,ILLUMINA,NextSeq 500,SRR6843044,SRP135791,PRJNA438234,438234,SRS3050579,SAMN08711877,SRA666809,RNA-Seq,RANDOM,TRANSCRIPTOMIC,,MAYLABEL'S SHARED SUBMISSIONS,0,0,5233173,,,30214435.0,8711877,serovar Typhimurium,wild-type,NC_003197.2;NC_003277.2,omv,spi1_ind_highOD_intracellularRNAs,controlPCN_lowOD_intracellularRNAs,LT2,LB,,,Aerobic,10g/L NaCl,37C,,stationary,0.8,,Salmonella enterica subsp. enterica serovar Typhimurium str. LT2,Human,WT,,1.0,1.0,SPI-1ind-LB_HighOD _intracellularRNAs_1,,,True,True,True,omv:spi1_ind_highOD_intracellularRNAs,True,True
SRX3798501,3/15/18 14:35,90371,Salmonella enterica subsp. enterica serovar Typhimurium str. LT2,28901,1236,90371,Salmonella enterica,PAIRED,ILLUMINA,NextSeq 500,SRR6843043,SRP135791,PRJNA438234,438234,SRS3050580,SAMN08711874,SRA666809,RNA-Seq,RANDOM,TRANSCRIPTOMIC,,MAYLABEL'S SHARED SUBMISSIONS,0,0,5233174,,,30214435.0,8711874,serovar Typhimurium,wild-type,NC_003197.2;NC_003277.2,omv,spi2_ind_highOD_intracellularRNAs,controlPCN_lowOD_intracellularRNAs,LT2,PCN-SPI-2ind,glucose(22.2mM),NH4Cl(15mM),Aerobic,"80 mM MES replacing MOPS, 0.4 mM K2HPO4 instead",37C,5.8,stationary,0.8,,Salmonella enterica subsp. enterica serovar Typhimurium str. LT2,Human,WT,,1.0,1.0,SPI-2ind_HighOD_intracellularRNAs_1,,,True,True,True,omv:spi2_ind_highOD_intracellularRNAs,True,True
SRX3798502,3/15/18 14:38,90371,Salmonella enterica subsp. enterica serovar Typhimurium str. LT2,28901,1236,90371,Salmonella enterica,PAIRED,ILLUMINA,NextSeq 500,SRR6843042,SRP135791,PRJNA438234,438234,SRS3050581,SAMN08711875,SRA666809,RNA-Seq,RANDOM,TRANSCRIPTOMIC,,MAYLABEL'S SHARED SUBMISSIONS,0,0,5233175,,,30214435.0,8711875,serovar Typhimurium,wild-type,NC_003197.2;NC_003277.2,omv,spi2_ind_highOD_intracellularRNAs,controlPCN_lowOD_intracellularRNAs,LT2,PCN-SPI-2ind,glucose(22.2mM),NH4Cl(15mM),Aerobic,"80 mM MES replacing MOPS, 0.4 mM K2HPO4 instead",37C,5.8,stationary,0.8,,Salmonella enterica subsp. enterica serovar Typhimurium str. LT2,Human,WT,,2.0,1.0,SPI-2ind_HighOD_intracellularRNAs_2,,,True,True,True,omv:spi2_ind_highOD_intracellularRNAs,True,True
SRX3798503,3/15/18 14:39,90371,Salmonella enterica subsp. enterica serovar Typhimurium str. LT2,28901,1236,90371,Salmonella enterica,PAIRED,ILLUMINA,NextSeq 500,SRR6843041,SRP135791,PRJNA438234,438234,SRS3050582,SAMN08711872,SRA666809,RNA-Seq,RANDOM,TRANSCRIPTOMIC,,MAYLABEL'S SHARED SUBMISSIONS,0,0,5233176,,,30214435.0,8711872,serovar Typhimurium,wild-type,NC_003197.2;NC_003277.2,omv,controlPCN_highOD_intracellularRNAs,controlPCN_lowOD_intracellularRNAs,LT2,PCN,glucose(22.2mM),NH4Cl(15mM),Aerobic,,37C,7.4,stationary,1.6,,Salmonella enterica subsp. enterica serovar Typhimurium str. LT2,Human,WT,,2.0,1.0,ControlPCN_HighOD_intracellularRNAs_2,,,True,True,True,omv:controlPCN_highOD_intracellularRNAs,True,True
SRX3798504,3/15/18 14:37,90371,Salmonella enterica subsp. enterica serovar Typhimurium str. LT2,28901,1236,90371,Salmonella enterica,PAIRED,ILLUMINA,NextSeq 500,SRR6843040,SRP135791,PRJNA438234,438234,SRS3050583,SAMN08711873,SRA666809,RNA-Seq,RANDOM,TRANSCRIPTOMIC,,MAYLABEL'S SHARED SUBMISSIONS,0,0,5233177,,,30214435.0,8711873,serovar Typhimurium,wild-type,NC_003197.2;NC_003277.2,omv,controlPCN_highOD_intracellularRNAs,controlPCN_lowOD_intracellularRNAs,LT2,PCN,glucose(22.2mM),NH4Cl(15mM),Aerobic,,37C,7.4,stationary,1.6,,Salmonella enterica subsp. enterica serovar Typhimurium str. LT2,Human,WT,,3.0,1.0,ControlPCN_HighOD_intracellularRNAs_3,,,True,True,True,omv:controlPCN_highOD_intracellularRNAs,True,True
SRX3798506,3/15/18 14:34,90371,Salmonella enterica subsp. enterica serovar Typhimurium str. LT2,28901,1236,90371,Salmonella enterica,PAIRED,ILLUMINA,NextSeq 500,SRR6843038,SRP135791,PRJNA438234,438234,SRS3050585,SAMN08711871,SRA666809,RNA-Seq,RANDOM,TRANSCRIPTOMIC,,MAYLABEL'S SHARED SUBMISSIONS,0,0,5233179,,,30214435.0,8711871,serovar Typhimurium,wild-type,NC_003197.2;NC_003277.2,omv,controlPCN_highOD_intracellularRNAs,controlPCN_lowOD_intracellularRNAs,LT2,PCN,glucose(22.2mM),NH4Cl(15mM),Aerobic,,37C,7.4,stationary,1.6,,Salmonella enterica subsp. enterica serovar Typhimurium str. LT2,Human,WT,,1.0,1.0,ControlPCN_HighOD_intracellularRNAs_1,,,True,True,True,omv:controlPCN_highOD_intracellularRNAs,True,True
SRX3798507,3/15/18 14:34,90371,Salmonella enterica subsp. enterica serovar Typhimurium str. LT2,28901,1236,90371,Salmonella enterica,PAIRED,ILLUMINA,NextSeq 500,SRR6843037,SRP135791,PRJNA438234,438234,SRS3050586,SAMN08711878,SRA666809,RNA-Seq,RANDOM,TRANSCRIPTOMIC,,MAYLABEL'S SHARED SUBMISSIONS,0,0,5233180,,,30214435.0,8711878,serovar Typhimurium,wild-type,NC_003197.2;NC_003277.2,omv,spi1_ind_highOD_intracellularRNAs,controlPCN_lowOD_intracellularRNAs,LT2,LB,,,Aerobic,10g/L NaCl,37C,,stationary,1.6,,Salmonella enterica subsp. enterica serovar Typhimurium str. LT2,Human,WT,,2.0,1.0,SPI-1ind-LB_HighOD _intracellularRNAs_2,,,True,True,True,omv:spi1_ind_highOD_intracellularRNAs,True,True
SRX3798508,3/15/18 14:38,90371,Salmonella enterica subsp. enterica serovar Typhimurium str. LT2,28901,1236,90371,Salmonella enterica,PAIRED,ILLUMINA,NextSeq 500,SRR6843036,SRP135791,PRJNA438234,438234,SRS3050587,SAMN08711879,SRA666809,RNA-Seq,RANDOM,TRANSCRIPTOMIC,,MAYLABEL'S SHARED SUBMISSIONS,0,0,5233181,,,30214435.0,8711879,serovar Typhimurium,wild-type,NC_003197.2;NC_003277.2,omv,spi1_ind_highOD_intracellularRNAs,controlPCN_lowOD_intracellularRNAs,LT2,LB,,,Aerobic,10g/L NaCl,37C,,stationary,1.6,,Salmonella enterica subsp. enterica serovar Typhimurium str. LT2,Human,WT,,3.0,1.0,SPI-1ind-LB_HighOD _intracellularRNAs_3,,,True,True,True,omv:spi1_ind_highOD_intracellularRNAs,True,True
SRX3798509,3/15/18 14:31,90371,Salmonella enterica subsp. enterica serovar Typhimurium str. LT2,28901,1236,90371,Salmonella enterica,PAIRED,ILLUMINA,NextSeq 500,SRR6843035,SRP135791,PRJNA438234,438234,SRS3050588,SAMN08711857,SRA666809,RNA-Seq,RANDOM,TRANSCRIPTOMIC,,MAYLABEL'S SHARED SUBMISSIONS,0,0,5233182,,,30214435.0,8711857,serovar Typhimurium,wild-type,NC_003197.2;NC_003277.2,omv,controlPCN_lowOD_intracellularRNAs,controlPCN_lowOD_intracellularRNAs,LT2,PCN,glucose(22.2mM),NH4Cl(15mM),Aerobic,,37C,7.4,log,0.4,,Salmonella enterica subsp. enterica serovar Typhimurium str. LT2,Human,WT,,2.0,1.0,ControlPCN_LowOD_intracellularRNAs_2,,,True,True,True,omv:controlPCN_lowOD_intracellularRNAs,True,True
SRX3798510,3/15/18 14:31,90371,Salmonella enterica subsp. enterica serovar Typhimurium str. LT2,28901,1236,90371,Salmonella enterica,PAIRED,ILLUMINA,NextSeq 500,SRR6843034,SRP135791,PRJNA438234,438234,SRS3050589,SAMN08711856,SRA666809,RNA-Seq,RANDOM,TRANSCRIPTOMIC,,MAYLABEL'S SHARED SUBMISSIONS,0,0,5233183,,,30214435.0,8711856,serovar Typhimurium,wild-type,NC_003197.2;NC_003277.2,omv,controlPCN_lowOD_intracellularRNAs,controlPCN_lowOD_intracellularRNAs,LT2,PCN,glucose(22.2mM),NH4Cl(15mM),Aerobic,,37C,7.4,log,0.4,,Salmonella enterica subsp. enterica serovar Typhimurium str. LT2,Human,WT,,1.0,1.0,ControlPCN_LowOD_intracellularRNAs_1,,,True,True,True,omv:controlPCN_lowOD_intracellularRNAs,True,True
SRX3798517,3/15/18 14:34,90371,Salmonella enterica subsp. enterica serovar Typhimurium str. LT2,28901,1236,90371,Salmonella enterica,PAIRED,ILLUMINA,NextSeq 500,SRR6843027,SRP135791,PRJNA438234,438234,SRS3050595,SAMN08711859,SRA666809,RNA-Seq,RANDOM,TRANSCRIPTOMIC,,MAYLABEL'S SHARED SUBMISSIONS,0,0,5233190,,,30214435.0,8711859,serovar Typhimurium,wild-type,NC_003197.2;NC_003277.2,omv,spi2_ind_lowOD_intracellularRNAs,controlPCN_lowOD_intracellularRNAs,LT2,PCN-SPI-2ind,glucose(22.2mM),NH4Cl(15mM),Aerobic,"80 mM MES replacing MOPS, 0.4 mM K2HPO4 instead",37C,5.8,log,0.4,,Salmonella enterica subsp. enterica serovar Typhimurium str. LT2,Human,WT,,1.0,1.0,SPI-2ind_LowOD_intracellularRNAs_1,,,True,True,True,omv:spi2_ind_lowOD_intracellularRNAs,True,True
SRX3798518,3/15/18 14:34,90371,Salmonella enterica subsp. enterica serovar Typhimurium str. LT2,28901,1236,90371,Salmonella enterica,PAIRED,ILLUMINA,NextSeq 500,SRR6843026,SRP135791,PRJNA438234,438234,SRS3050596,SAMN08711858,SRA666809,RNA-Seq,RANDOM,TRANSCRIPTOMIC,,MAYLABEL'S SHARED SUBMISSIONS,0,0,5233191,,,30214435.0,8711858,serovar Typhimurium,wild-type,NC_003197.2;NC_003277.2,omv,controlPCN_lowOD_intracellularRNAs,controlPCN_lowOD_intracellularRNAs,LT2,PCN,glucose(22.2mM),NH4Cl(15mM),Aerobic,,37C,7.4,log,0.4,,Salmonella enterica subsp. enterica serovar Typhimurium str. LT2,Human,WT,,3.0,1.0,ControlPCN_LowOD_intracellularRNAs_3,,,True,True,True,omv:controlPCN_lowOD_intracellularRNAs,True,True
SRX4341761,8/5/19 0:27,28901,Salmonella enterica subsp. enterica serovar Typhimurium str. LT2,28901,1236,28901,Salmonella enterica,PAIRED,ILLUMINA,Illumina HiSeq 4000,SRR7472124,SRP152082,PRJNA479732,479732,SRS3502402,SAMN09603499,SRA733542,RNA-Seq,cDNA,TRANSCRIPTOMIC,,UNIVERSITAT AUTONOMA DE BARCELONA,0,0,5897457,,,,9603499,SV 5015,STM1625 mutant,NC_003197.2;NC_003277.2,sv5015,STM1625,WT,STM1625,,,,,,,,,,,Salmonella enterica serovar Typhimurium STM1625,Human,,,3.0,1.0,STM1625_1,,,True,True,True,sv5015:STM1625,True,True
SRX4341762,8/5/19 0:27,28901,Salmonella enterica subsp. enterica serovar Typhimurium str. LT2,28901,1236,28901,Salmonella enterica,PAIRED,ILLUMINA,Illumina HiSeq 4000,SRR7472123,SRP152082,PRJNA479732,479732,SRS3502403,SAMN09603498,SRA733542,RNA-Seq,cDNA,TRANSCRIPTOMIC,,UNIVERSITAT AUTONOMA DE BARCELONA,0,0,5897458,,,,9603498,SV 5015,STM1625 mutant,NC_003197.2;NC_003277.2,sv5015,STM1625,WT,STM1625,,,,,,,,,,,Salmonella enterica serovar Typhimurium STM1625,Human,,,2.0,1.0,STM1625_2,,,True,True,True,sv5015:STM1625,True,True
SRX4341763,8/5/19 0:27,28901,Salmonella enterica subsp. enterica serovar Typhimurium str. LT2,28901,1236,28901,Salmonella enterica,PAIRED,ILLUMINA,Illumina HiSeq 4000,SRR7472122,SRP152082,PRJNA479732,479732,SRS3502404,SAMN09603497,SRA733542,RNA-Seq,cDNA,TRANSCRIPTOMIC,,UNIVERSITAT AUTONOMA DE BARCELONA,0,0,5897459,,,,9603497,SV 5015,STM1625 mutant,NC_003197.2;NC_003277.2,sv5015,STM1625,WT,STM1625,,,,,,,,,,,Salmonella enterica serovar Typhimurium STM1625,Human,,,1.0,1.0,STM1625_3,,,True,True,True,sv5015:STM1625,True,True
SRX4341764,8/5/19 0:27,28901,Salmonella enterica subsp. enterica serovar Typhimurium str. LT2,28901,1236,28901,Salmonella enterica,PAIRED,ILLUMINA,Illumina HiSeq 4000,SRR7472121,SRP152082,PRJNA479732,479732,SRS3502405,SAMN09603496,SRA733542,RNA-Seq,cDNA,TRANSCRIPTOMIC,,UNIVERSITAT AUTONOMA DE BARCELONA,0,0,5897460,,,,9603496,SV 5015,STM 0581 mutant,NC_003197.2;NC_003277.2,sv5015,STM0581,WT,STM0581,,,,,,,,,,,Salmonella enterica serovar Typhimurium STM0581,Human,,,3.0,1.0,STM0581_1,,,True,True,True,sv5015:STM0581,True,True
SRX4341765,8/5/19 0:27,28901,Salmonella enterica subsp. enterica serovar Typhimurium str. LT2,28901,1236,28901,Salmonella enterica,PAIRED,ILLUMINA,Illumina HiSeq 4000,SRR7472120,SRP152082,PRJNA479732,479732,SRS3502406,SAMN09603495,SRA733542,RNA-Seq,cDNA,TRANSCRIPTOMIC,,UNIVERSITAT AUTONOMA DE BARCELONA,0,0,5897461,,,,9603495,SV 5015,STM 0581 mutant,NC_003197.2;NC_003277.2,sv5015,STM0581,WT,STM0581,,,,,,,,,,,Salmonella enterica serovar Typhimurium STM0581,Human,,,2.0,1.0,STM0581_2,,,True,True,True,sv5015:STM0581,True,True
SRX4341766,8/5/19 0:27,28901,Salmonella enterica subsp. enterica serovar Typhimurium str. LT2,28901,1236,28901,Salmonella enterica,PAIRED,ILLUMINA,Illumina HiSeq 4000,SRR7472119,SRP152082,PRJNA479732,479732,SRS3502407,SAMN09603494,SRA733542,RNA-Seq,cDNA,TRANSCRIPTOMIC,,UNIVERSITAT AUTONOMA DE BARCELONA,0,0,5897462,,,,9603494,SV 5015,STM 0581 mutant,NC_003197.2;NC_003277.2,sv5015,STM0581,WT,STM0581,,,,,,,,,,,Salmonella enterica serovar Typhimurium STM0581,Human,,,1.0,1.0,STM0581_3,,,True,True,True,sv5015:STM0581,True,True
SRX4341767,8/5/19 0:27,28901,Salmonella enterica subsp. enterica serovar Typhimurium str. LT2,28901,1236,28901,Salmonella enterica,PAIRED,ILLUMINA,Illumina HiSeq 4000,SRR7472118,SRP152082,PRJNA479732,479732,SRS3502408,SAMN09603493,SRA733542,RNA-Seq,cDNA,TRANSCRIPTOMIC,,UNIVERSITAT AUTONOMA DE BARCELONA,0,0,5897463,,,,9603493,SV 5015,wild-type,NC_003197.2;NC_003277.2,sv5015,WT,WT,WT,,,,,,,,,,,Salmonella enterica serovar Typhimurium SV 5015,Human,WT,,2.0,1.0,WT_2,,,True,True,True,sv5015:WT,True,True
SRX4341768,8/5/19 0:27,28901,Salmonella enterica subsp. enterica serovar Typhimurium str. LT2,28901,1236,28901,Salmonella enterica,PAIRED,ILLUMINA,Illumina HiSeq 4000,SRR7472117,SRP152082,PRJNA479732,479732,SRS3502409,SAMN09603492,SRA733542,RNA-Seq,cDNA,TRANSCRIPTOMIC,,UNIVERSITAT AUTONOMA DE BARCELONA,0,0,5897464,,,,9603492,SV 5015,wild-type,NC_003197.2;NC_003277.2,sv5015,WT,WT,WT,,,,,,,,,,,Salmonella enterica serovar Typhimurium SV 5015,Human,WT,,3.0,1.0,WT_3,,,True,True,True,sv5015:WT,True,True
SRX4341769,8/5/19 0:27,28901,Salmonella enterica subsp. enterica serovar Typhimurium str. LT2,28901,1236,28901,Salmonella enterica,PAIRED,ILLUMINA,Illumina HiSeq 4000,SRR7472116,SRP152082,PRJNA479732,479732,SRS3502410,SAMN09603491,SRA733542,RNA-Seq,cDNA,TRANSCRIPTOMIC,,UNIVERSITAT AUTONOMA DE BARCELONA,0,0,5897465,,,,9603491,SV 5015,wild-type,NC_003197.2;NC_003277.2,sv5015,WT,WT,WT,,,,,,,,,,,Salmonella enterica serovar Typhimurium SV 5015,Human,WT,,1.0,1.0,WT_1,,,True,True,True,sv5015:WT,True,True
SRX8914620,2020-08-10 09:47:49,90371,Salmonella enterica subsp. enterica serovar Typhimurium str. LT2,28901,1236,90371,Salmonella enterica,SINGLE,ILLUMINA,HiSeq X Five,SRR12418625,SRP276847,PRJNA656165,656165,SRS7171269,SAMN15773090,SRA1110646,RNA-Seq,PCR,TRANSCRIPTOMIC,,SICHUAN UNIVERSITY,0,0,11588168,,,,15773090,LT2,WT,NC_003197.2;NC_003277.2,GC_MS,WT,WT,WT,,,,,,,,,,,Salmonella enterica subsp. enterica serovar Typhimurium str. LT2,Duck,WT,,1.0,1.0,WT_1,,,True,True,True,GC_MS:WT,True,True
SRX8914621,2020-08-10 09:38:48,90371,Salmonella enterica subsp. enterica serovar Typhimurium str. LT2,28901,1236,90371,Salmonella enterica,SINGLE,ILLUMINA,HiSeq X Five,SRR12418624,SRP276847,PRJNA656165,656165,SRS7171270,SAMN15773091,SRA1110646,RNA-Seq,PCR,TRANSCRIPTOMIC,,SICHUAN UNIVERSITY,0,0,11588169,,,,15773091,LT2,WT,NC_003197.2;NC_003277.2,GC_MS,WT,WT,WT,,,,,,,,,,,Salmonella enterica subsp. enterica serovar Typhimurium str. LT2,Duck,WT,,2.0,1.0,WT_2,,,True,True,True,GC_MS:WT,True,True
SRX8914622,2020-08-10 09:39:34,90371,Salmonella enterica subsp. enterica serovar Typhimurium str. LT2,28901,1236,90371,Salmonella enterica,SINGLE,ILLUMINA,HiSeq X Five,SRR12418623,SRP276847,PRJNA656165,656165,SRS7171271,SAMN15773092,SRA1110646,RNA-Seq,PCR,TRANSCRIPTOMIC,,SICHUAN UNIVERSITY,0,0,11588170,,,,15773092,LT2,WT,NC_003197.2;NC_003277.2,GC_MS,WT,WT,WT,,,,,,,,,,,Salmonella enterica subsp. enterica serovar Typhimurium str. LT2,Duck,WT,,3.0,1.0,WT_3,,,True,True,True,GC_MS:WT,True,True
SRX8914623,2020-08-10 09:38:48,90371,Salmonella enterica subsp. enterica serovar Typhimurium str. LT2,28901,1236,90371,Salmonella enterica,SINGLE,ILLUMINA,HiSeq X Five,SRR12418622,SRP276847,PRJNA656165,656165,SRS7171272,SAMN15773093,SRA1110646,RNA-Seq,PCR,TRANSCRIPTOMIC,,SICHUAN UNIVERSITY,0,0,11588171,,,,15773093,LT2,del_slyA,NC_003197.2;NC_003277.2,GC_MS,del_slyA,WT,del_slyA,,,,,,,,,,,Salmonella enterica subsp. enterica serovar Typhimurium str. LT2,Duck,del_slyA,,1.0,1.0,del_slyA_1,,,True,True,True,GC_MS:del_slyA,True,True
SRX8914625,2020-08-10 09:39:34,90371,Salmonella enterica subsp. enterica serovar Typhimurium str. LT2,28901,1236,90371,Salmonella enterica,SINGLE,ILLUMINA,HiSeq X Five,SRR12418620,SRP276847,PRJNA656165,656165,SRS7171274,SAMN15773095,SRA1110646,RNA-Seq,PCR,TRANSCRIPTOMIC,,SICHUAN UNIVERSITY,0,0,11588173,,,,15773095,LT2,del_slyA,NC_003197.2;NC_003277.2,GC_MS,del_slyA,WT,del_slyA,,,,,,,,,,,Salmonella enterica subsp. enterica serovar Typhimurium str. LT2,Duck,del_slyA,,3.0,1.0,del_slyA_3,,,True,True,True,GC_MS:del_slyA,True,True
