Experiment,ReleaseDate,TaxID,ScientificName,species_tax_id,class_tax_id,strain_tax_id,species,LibraryLayout,Platform,Model,Run,SRAStudy,BioProject,ProjectID,Sample,BioSample,Submission,LibraryStrategy,LibrarySelection,LibrarySource,Body_Site,CenterName,InsertSize,InsertDev,SRA ID,GEO Series,GEO Sample,PMID,Biosample ID,biosample_strain,biosample_genotype,reference_sequence,project_name,condition_name,strain_description,base_media,carbon_source,nitrogen_source,aerobicity,supplement,temperature,pH,growth_phase,OD,additional_notes,Host,ScientificNameCurated,Biosample,R1,R2
ERX3467884,9/23/19 10:41,90371,Salmonella enterica subsp. enterica serovar Typhimurium str. LT2,28901,1236,90371,Salmonella enterica,PAIRED,ILLUMINA,Illumina MiSeq,ERR3445885,ERP116419,PRJEB33612,573440,ERS3589455,SAMEA5800838,ERA2043114,RNA-Seq,Inverse rRNA,TRANSCRIPTOMIC,,"L. Bossi, N. Figueroa-Bossi",400,10,9065293,,,,12810799,LT2,nusG under control of arabinose-inducible repressor,,,,,,,,,,,,,,,,Salmonella enterica subsp. enterica serovar Typhimurium str. LT2,,,
ERX3467885,9/23/19 10:41,90371,Salmonella enterica subsp. enterica serovar Typhimurium str. LT2,28901,1236,90371,Salmonella enterica,PAIRED,ILLUMINA,Illumina MiSeq,ERR3445886,ERP116419,PRJEB33612,573440,ERS3589456,SAMEA5800839,ERA2043114,RNA-Seq,Inverse rRNA,TRANSCRIPTOMIC,,"L. Bossi, N. Figueroa-Bossi",400,10,9065294,,,,12810800,LT2,nusG under control of arabinose-inducible repressor,,,,,,,,,,,,,,,,Salmonella enterica subsp. enterica serovar Typhimurium str. LT2,,,
ERX3467886,9/23/19 10:41,90371,Salmonella enterica subsp. enterica serovar Typhimurium str. LT2,28901,1236,90371,Salmonella enterica,PAIRED,ILLUMINA,Illumina MiSeq,ERR3445887,ERP116419,PRJEB33612,573440,ERS3589457,SAMEA5800840,ERA2043114,RNA-Seq,Inverse rRNA,TRANSCRIPTOMIC,,"L. Bossi, N. Figueroa-Bossi",400,10,9065295,,,,12810801,LT2,nusG under control of arabinose-inducible repressor,,,,,,,,,,,,,,,,Salmonella enterica subsp. enterica serovar Typhimurium str. LT2,,,
ERX3498747,8/23/19 8:05,90371,Salmonella enterica subsp. enterica serovar Typhimurium str. SL1344,28901,1236,90371,Salmonella enterica,PAIRED,ILLUMINA,Illumina HiSeq 4000,ERR3477186;ERR3477187,ERP116808,PRJEB33968,561746,ERS3649739,SAMEA5861239,ERA2087991,RNA-Seq,RANDOM,TRANSCRIPTOMIC,,Chuan Wang,0,0,8894245,,,,12626504,SL1344,narK NarS; pJV300,,,,,,,,,,,,,,,,Salmonella enterica subsp. enterica serovar Typhimurium str. SL1344,,,
ERX3498748,8/23/19 8:05,90371,Salmonella enterica subsp. enterica serovar Typhimurium str. SL1344,28901,1236,90371,Salmonella enterica,PAIRED,ILLUMINA,Illumina HiSeq 4000,ERR3477188;ERR3477189,ERP116808,PRJEB33968,561746,ERS3649740,SAMEA5861240,ERA2087991,RNA-Seq,RANDOM,TRANSCRIPTOMIC,,Chuan Wang,0,0,8894246,,,,12626505,SL1344,narK NarS; pPL-NarS,,,,,,,,,,,,,,,,Salmonella enterica subsp. enterica serovar Typhimurium str. SL1344,,,
ERX3503512,9/23/19 10:41,90371,Salmonella enterica subsp. enterica serovar Typhimurium str. LT2,28901,1236,90371,Salmonella enterica,PAIRED,ILLUMINA,Illumina MiSeq,ERR3481977,ERP116860,PRJEB34015,573444,ERS3655420,SAMEA5866928,ERA2091469,RNA-Seq,RANDOM,TRANSCRIPTOMIC,,"L. Bossi, N. Figueroa-Bossi",400,10,9065299,,,,12810802,LT2,wild type genotype,,,,,,,,,,,,,,,,Salmonella enterica subsp. enterica serovar Typhimurium str. LT2,,,
ERX3503513,9/23/19 10:41,90371,Salmonella enterica subsp. enterica serovar Typhimurium str. LT2,28901,1236,90371,Salmonella enterica,PAIRED,ILLUMINA,Illumina MiSeq,ERR3481978,ERP116860,PRJEB34015,573444,ERS3655421,SAMEA5866929,ERA2091469,RNA-Seq,RANDOM,TRANSCRIPTOMIC,,"L. Bossi, N. Figueroa-Bossi",400,10,9065300,,,,12810803,LT2,wild type genotype,,,,,,,,,,,,,,,,Salmonella enterica subsp. enterica serovar Typhimurium str. LT2,,,
ERX3503514,9/23/19 10:41,90371,Salmonella enterica subsp. enterica serovar Typhimurium str. LT2,28901,1236,90371,Salmonella enterica,PAIRED,ILLUMINA,Illumina MiSeq,ERR3481979,ERP116860,PRJEB34015,573444,ERS3655422,SAMEA5866930,ERA2091469,RNA-Seq,RANDOM,TRANSCRIPTOMIC,,"L. Bossi, N. Figueroa-Bossi",400,10,9065301,,,,12810804,LT2,wild type genotype,,,,,,,,,,,,,,,,Salmonella enterica subsp. enterica serovar Typhimurium str. LT2,,,
ERX3503515,9/23/19 10:41,90371,Salmonella enterica subsp. enterica serovar Typhimurium str. LT2,28901,1236,90371,Salmonella enterica,PAIRED,ILLUMINA,Illumina MiSeq,ERR3481980,ERP116860,PRJEB34015,573444,ERS3655423,SAMEA5866931,ERA2091469,RNA-Seq,RANDOM,TRANSCRIPTOMIC,,"L. Bossi, N. Figueroa-Bossi",400,10,9065302,,,,12810805,LT2,rho Y80C,,,,,,,,,,,,,,,,Salmonella enterica subsp. enterica serovar Typhimurium str. LT2,,,
ERX3503516,9/23/19 10:41,90371,Salmonella enterica subsp. enterica serovar Typhimurium str. LT2,28901,1236,90371,Salmonella enterica,PAIRED,ILLUMINA,Illumina MiSeq,ERR3481981,ERP116860,PRJEB34015,573444,ERS3655424,SAMEA5866932,ERA2091469,RNA-Seq,RANDOM,TRANSCRIPTOMIC,,"L. Bossi, N. Figueroa-Bossi",400,10,9065303,,,,12810806,LT2,rho Y80C,,,,,,,,,,,,,,,,Salmonella enterica subsp. enterica serovar Typhimurium str. LT2,,,
ERX3503517,9/23/19 10:41,90371,Salmonella enterica subsp. enterica serovar Typhimurium str. LT2,28901,1236,90371,Salmonella enterica,PAIRED,ILLUMINA,Illumina MiSeq,ERR3481982,ERP116860,PRJEB34015,573444,ERS3655425,SAMEA5866933,ERA2091469,RNA-Seq,RANDOM,TRANSCRIPTOMIC,,"L. Bossi, N. Figueroa-Bossi",400,10,9065304,,,,12810807,LT2,rho Y80C,,,,,,,,,,,,,,,,Salmonella enterica subsp. enterica serovar Typhimurium str. LT2,,,
ERX3503518,9/23/19 10:41,90371,Salmonella enterica subsp. enterica serovar Typhimurium str. LT2,28901,1236,90371,Salmonella enterica,PAIRED,ILLUMINA,Illumina MiSeq,ERR3481983,ERP116860,PRJEB34015,573444,ERS3655426,SAMEA5866934,ERA2091469,RNA-Seq,RANDOM,TRANSCRIPTOMIC,,"L. Bossi, N. Figueroa-Bossi",400,10,9065305,,,,12810808,LT2,rho K130Q,,,,,,,,,,,,,,,,Salmonella enterica subsp. enterica serovar Typhimurium str. LT2,,,
ERX3503519,9/23/19 10:41,90371,Salmonella enterica subsp. enterica serovar Typhimurium str. LT2,28901,1236,90371,Salmonella enterica,PAIRED,ILLUMINA,Illumina MiSeq,ERR3481984,ERP116860,PRJEB34015,573444,ERS3655427,SAMEA5866935,ERA2091469,RNA-Seq,RANDOM,TRANSCRIPTOMIC,,"L. Bossi, N. Figueroa-Bossi",400,10,9065306,,,,12810809,LT2,rho K130Q,,,,,,,,,,,,,,,,Salmonella enterica subsp. enterica serovar Typhimurium str. LT2,,,
ERX3503520,9/23/19 10:41,90371,Salmonella enterica subsp. enterica serovar Typhimurium str. LT2,28901,1236,90371,Salmonella enterica,PAIRED,ILLUMINA,Illumina MiSeq,ERR3481985,ERP116860,PRJEB34015,573444,ERS3655428,SAMEA5866936,ERA2091469,RNA-Seq,RANDOM,TRANSCRIPTOMIC,,"L. Bossi, N. Figueroa-Bossi",400,10,9065307,,,,12810810,LT2,rho K130Q,,,,,,,,,,,,,,,,Salmonella enterica subsp. enterica serovar Typhimurium str. LT2,,,
ERX371585,3/10/14 22:19,90370,Salmonella enterica subsp. enterica serovar Typhi str. BRD948,28901,1236,90370,Salmonella enterica,PAIRED,ILLUMINA,Illumina HiSeq 2000,ERR405224,ERP003826,PRJEB4533,233680,ERS345692,SAMEA2177598,ERA279274,RNA-Seq,cDNA,TRANSCRIPTOMIC,,SC,300,0,658542,,,,2583268,,,,,,,,,,,,,,,,,,Salmonella enterica subsp. enterica serovar Typhi str. BRD948,,,
ERX371586,3/10/14 22:19,90370,Salmonella enterica subsp. enterica serovar Typhi str. BRD948,28901,1236,90370,Salmonella enterica,PAIRED,ILLUMINA,Illumina HiSeq 2000,ERR405225,ERP003826,PRJEB4533,233680,ERS345693,SAMEA2177599,ERA279274,RNA-Seq,cDNA,TRANSCRIPTOMIC,,SC,300,0,658543,,,,2583269,,,,,,,,,,,,,,,,,,Salmonella enterica subsp. enterica serovar Typhi str. BRD948,,,
ERX371587,3/10/14 22:19,90370,Salmonella enterica subsp. enterica serovar Typhi str. BRD948,28901,1236,90370,Salmonella enterica,PAIRED,ILLUMINA,Illumina HiSeq 2000,ERR405226,ERP003826,PRJEB4533,233680,ERS345694,SAMEA2177600,ERA279274,RNA-Seq,cDNA,TRANSCRIPTOMIC,,SC,300,0,658544,,,,2583270,,,,,,,,,,,,,,,,,,Salmonella enterica subsp. enterica serovar Typhi str. BRD948,,,
ERX371588,3/10/14 22:19,90370,Salmonella enterica subsp. enterica serovar Typhi str. BRD948,28901,1236,90370,Salmonella enterica,PAIRED,ILLUMINA,Illumina HiSeq 2000,ERR405227,ERP003826,PRJEB4533,233680,ERS345695,SAMEA2177601,ERA279274,RNA-Seq,cDNA,TRANSCRIPTOMIC,,SC,300,0,658545,,,,2583271,,,,,,,,,,,,,,,,,,Salmonella enterica subsp. enterica serovar Typhi str. BRD948,,,
ERX371589,3/10/14 22:19,90370,Salmonella enterica subsp. enterica serovar Typhi str. BRD948,28901,1236,90370,Salmonella enterica,PAIRED,ILLUMINA,Illumina HiSeq 2000,ERR405228,ERP003826,PRJEB4533,233680,ERS345696,SAMEA2177602,ERA279274,RNA-Seq,cDNA,TRANSCRIPTOMIC,,SC,300,0,658546,,,,2583272,,,,,,,,,,,,,,,,,,Salmonella enterica subsp. enterica serovar Typhi str. BRD948,,,
ERX371590,3/10/14 22:19,90370,Salmonella enterica subsp. enterica serovar Typhi str. BRD948,28901,1236,90370,Salmonella enterica,PAIRED,ILLUMINA,Illumina HiSeq 2000,ERR405229,ERP003826,PRJEB4533,233680,ERS345697,SAMEA2177603,ERA279274,RNA-Seq,cDNA,TRANSCRIPTOMIC,,SC,300,0,658547,,,,2583273,,,,,,,,,,,,,,,,,,Salmonella enterica subsp. enterica serovar Typhi str. BRD948,,,
ERX371591,3/10/14 22:19,90370,Salmonella enterica subsp. enterica serovar Typhi str. BRD948,28901,1236,90370,Salmonella enterica,PAIRED,ILLUMINA,Illumina HiSeq 2000,ERR405230,ERP003826,PRJEB4533,233680,ERS345698,SAMEA2177604,ERA279274,RNA-Seq,cDNA,TRANSCRIPTOMIC,,SC,300,0,658548,,,,2583274,,,,,,,,,,,,,,,,,,Salmonella enterica subsp. enterica serovar Typhi str. BRD948,,,
ERX371592,3/10/14 22:19,90370,Salmonella enterica subsp. enterica serovar Typhi str. BRD948,28901,1236,90370,Salmonella enterica,PAIRED,ILLUMINA,Illumina HiSeq 2000,ERR405231,ERP003826,PRJEB4533,233680,ERS345699,SAMEA2177605,ERA279274,RNA-Seq,cDNA,TRANSCRIPTOMIC,,SC,300,0,658549,,,,2583275,,,,,,,,,,,,,,,,,,Salmonella enterica subsp. enterica serovar Typhi str. BRD948,,,
ERX371593,3/10/14 22:19,90370,Salmonella enterica subsp. enterica serovar Typhi str. BRD948,28901,1236,90370,Salmonella enterica,PAIRED,ILLUMINA,Illumina HiSeq 2000,ERR405232,ERP003826,PRJEB4533,233680,ERS345700,SAMEA2177606,ERA279274,RNA-Seq,cDNA,TRANSCRIPTOMIC,,SC,300,0,658550,,,,2583276,,,,,,,,,,,,,,,,,,Salmonella enterica subsp. enterica serovar Typhi str. BRD948,,,
ERX371594,3/10/14 22:19,90370,Salmonella enterica subsp. enterica serovar Typhi str. BRD948,28901,1236,90370,Salmonella enterica,PAIRED,ILLUMINA,Illumina HiSeq 2000,ERR405233,ERP003826,PRJEB4533,233680,ERS345701,SAMEA2177607,ERA279274,RNA-Seq,cDNA,TRANSCRIPTOMIC,,SC,300,0,658551,,,,2583277,,,,,,,,,,,,,,,,,,Salmonella enterica subsp. enterica serovar Typhi str. BRD948,,,
ERX371595,3/10/14 22:19,90370,Salmonella enterica subsp. enterica serovar Typhi str. BRD948,28901,1236,90370,Salmonella enterica,PAIRED,ILLUMINA,Illumina HiSeq 2000,ERR405234,ERP003826,PRJEB4533,233680,ERS345702,SAMEA2177608,ERA279274,RNA-Seq,cDNA,TRANSCRIPTOMIC,,SC,300,0,658552,,,,2583278,,,,,,,,,,,,,,,,,,Salmonella enterica subsp. enterica serovar Typhi str. BRD948,,,
ERX371596,3/10/14 22:19,90370,Salmonella enterica subsp. enterica serovar Typhi str. BRD948,28901,1236,90370,Salmonella enterica,PAIRED,ILLUMINA,Illumina HiSeq 2000,ERR405235,ERP003826,PRJEB4533,233680,ERS345703,SAMEA2177609,ERA279274,RNA-Seq,cDNA,TRANSCRIPTOMIC,,SC,300,0,658553,,,,2583279,,,,,,,,,,,,,,,,,,Salmonella enterica subsp. enterica serovar Typhi str. BRD948,,,
ERX540759,8/21/14 0:53,149539,Salmonella enterica subsp. enterica serovar Enteritidis str. P125109,28901,1236,149539,Salmonella enterica,PAIRED,ILLUMINA,Illumina MiSeq,ERR582672,ERP004323,PRJEB4981,258617,ERS371095,SAMEA2250447,ERA349608,RNA-Seq,cDNA,TRANSCRIPTOMIC,,SC,350,0,957688,,,,3000137,,,,,,,,,,,,,,,,,,Salmonella enterica subsp. enterica serovar Enteritidis str. P125109,,,
ERX540760,8/21/14 0:53,149539,Salmonella enterica subsp. enterica serovar Enteritidis str. P125109,28901,1236,149539,Salmonella enterica,PAIRED,ILLUMINA,Illumina MiSeq,ERR582673,ERP004323,PRJEB4981,258617,ERS371096,SAMEA2250448,ERA349608,RNA-Seq,cDNA,TRANSCRIPTOMIC,,SC,350,0,957689,,,,3000138,,,,,,,,,,,,,,,,,,Salmonella enterica subsp. enterica serovar Enteritidis str. P125109,,,
ERX540761,8/21/14 0:53,149539,Salmonella enterica subsp. enterica serovar Enteritidis str. P125109,28901,1236,149539,Salmonella enterica,PAIRED,ILLUMINA,Illumina MiSeq,ERR582674,ERP004323,PRJEB4981,258617,ERS371097,SAMEA2250449,ERA349608,RNA-Seq,cDNA,TRANSCRIPTOMIC,,SC,350,0,957690,,,,3000139,,,,,,,,,,,,,,,,,,Salmonella enterica subsp. enterica serovar Enteritidis str. P125109,,,
ERX540762,8/21/14 0:53,149539,Salmonella enterica subsp. enterica serovar Enteritidis str. P125109,28901,1236,149539,Salmonella enterica,PAIRED,ILLUMINA,Illumina MiSeq,ERR582675,ERP004323,PRJEB4981,258617,ERS371098,SAMEA2250450,ERA349608,RNA-Seq,cDNA,TRANSCRIPTOMIC,,SC,350,0,957691,,,,3000140,,,,,,,,,,,,,,,,,,Salmonella enterica subsp. enterica serovar Enteritidis str. P125109,,,
ERX540763,8/21/14 0:53,149539,Salmonella enterica subsp. enterica serovar Enteritidis str. P125109,28901,1236,149539,Salmonella enterica,PAIRED,ILLUMINA,Illumina MiSeq,ERR582676,ERP004323,PRJEB4981,258617,ERS371099,SAMEA2250451,ERA349608,RNA-Seq,cDNA,TRANSCRIPTOMIC,,SC,350,0,957692,,,,3000141,,,,,,,,,,,,,,,,,,Salmonella enterica subsp. enterica serovar Enteritidis str. P125109,,,
ERX540764,8/21/14 0:53,149539,Salmonella enterica subsp. enterica serovar Enteritidis str. P125109,28901,1236,149539,Salmonella enterica,PAIRED,ILLUMINA,Illumina MiSeq,ERR582677,ERP004323,PRJEB4981,258617,ERS371100,SAMEA2250452,ERA349608,RNA-Seq,cDNA,TRANSCRIPTOMIC,,SC,350,0,957693,,,,3000142,,,,,,,,,,,,,,,,,,Salmonella enterica subsp. enterica serovar Enteritidis str. P125109,,,
ERX540765,8/21/14 0:53,149539,Salmonella enterica subsp. enterica serovar Enteritidis str. P125109,28901,1236,149539,Salmonella enterica,PAIRED,ILLUMINA,Illumina MiSeq,ERR582678,ERP004323,PRJEB4981,258617,ERS371101,SAMEA2250453,ERA349608,RNA-Seq,cDNA,TRANSCRIPTOMIC,,SC,350,0,957694,,,,3000143,,,,,,,,,,,,,,,,,,Salmonella enterica subsp. enterica serovar Enteritidis str. P125109,,,
ERX540766,8/21/14 0:53,149539,Salmonella enterica subsp. enterica serovar Enteritidis str. P125109,28901,1236,149539,Salmonella enterica,PAIRED,ILLUMINA,Illumina MiSeq,ERR582679,ERP004323,PRJEB4981,258617,ERS371102,SAMEA2250454,ERA349608,RNA-Seq,cDNA,TRANSCRIPTOMIC,,SC,350,0,957695,,,,3000144,,,,,,,,,,,,,,,,,,Salmonella enterica subsp. enterica serovar Enteritidis str. P125109,,,
ERX540767,8/21/14 0:53,216597,Salmonella enterica subsp. enterica serovar Typhimurium str. SL1344,28901,1236,216597,Salmonella enterica,PAIRED,ILLUMINA,Illumina MiSeq,ERR582680,ERP004323,PRJEB4981,258617,ERS371087,SAMEA2250439,ERA349608,RNA-Seq,cDNA,TRANSCRIPTOMIC,,SC,350,0,957696,,,,3000129,,,,,,,,,,,,,,,,,,Salmonella enterica subsp. enterica serovar Typhimurium str. SL1344,,,
ERX540768,8/21/14 0:53,216597,Salmonella enterica subsp. enterica serovar Typhimurium str. SL1344,28901,1236,216597,Salmonella enterica,PAIRED,ILLUMINA,Illumina MiSeq,ERR582681,ERP004323,PRJEB4981,258617,ERS371088,SAMEA2250440,ERA349608,RNA-Seq,cDNA,TRANSCRIPTOMIC,,SC,350,0,957697,,,,3000130,,,,,,,,,,,,,,,,,,Salmonella enterica subsp. enterica serovar Typhimurium str. SL1344,,,
ERX540769,8/21/14 0:53,216597,Salmonella enterica subsp. enterica serovar Typhimurium str. SL1344,28901,1236,216597,Salmonella enterica,PAIRED,ILLUMINA,Illumina MiSeq,ERR582682,ERP004323,PRJEB4981,258617,ERS371089,SAMEA2250441,ERA349608,RNA-Seq,cDNA,TRANSCRIPTOMIC,,SC,350,0,957698,,,,3000131,,,,,,,,,,,,,,,,,,Salmonella enterica subsp. enterica serovar Typhimurium str. SL1344,,,
ERX540770,8/21/14 0:53,216597,Salmonella enterica subsp. enterica serovar Typhimurium str. SL1344,28901,1236,216597,Salmonella enterica,PAIRED,ILLUMINA,Illumina MiSeq,ERR582683,ERP004323,PRJEB4981,258617,ERS371090,SAMEA2250442,ERA349608,RNA-Seq,cDNA,TRANSCRIPTOMIC,,SC,350,0,957699,,,,3000132,,,,,,,,,,,,,,,,,,Salmonella enterica subsp. enterica serovar Typhimurium str. SL1344,,,
ERX540771,8/21/14 0:53,216597,Salmonella enterica subsp. enterica serovar Typhimurium str. SL1344,28901,1236,216597,Salmonella enterica,PAIRED,ILLUMINA,Illumina MiSeq,ERR582684,ERP004323,PRJEB4981,258617,ERS371091,SAMEA2250443,ERA349608,RNA-Seq,cDNA,TRANSCRIPTOMIC,,SC,350,0,957700,,,,3000133,,,,,,,,,,,,,,,,,,Salmonella enterica subsp. enterica serovar Typhimurium str. SL1344,,,
ERX540772,8/21/14 0:53,216597,Salmonella enterica subsp. enterica serovar Typhimurium str. SL1344,28901,1236,216597,Salmonella enterica,PAIRED,ILLUMINA,Illumina MiSeq,ERR582685,ERP004323,PRJEB4981,258617,ERS371092,SAMEA2250444,ERA349608,RNA-Seq,cDNA,TRANSCRIPTOMIC,,SC,350,0,957701,,,,3000134,,,,,,,,,,,,,,,,,,Salmonella enterica subsp. enterica serovar Typhimurium str. SL1344,,,
ERX540773,8/21/14 0:53,216597,Salmonella enterica subsp. enterica serovar Typhimurium str. SL1344,28901,1236,216597,Salmonella enterica,PAIRED,ILLUMINA,Illumina MiSeq,ERR582686,ERP004323,PRJEB4981,258617,ERS371093,SAMEA2250445,ERA349608,RNA-Seq,cDNA,TRANSCRIPTOMIC,,SC,350,0,957702,,,,3000135,,,,,,,,,,,,,,,,,,Salmonella enterica subsp. enterica serovar Typhimurium str. SL1344,,,
ERX540774,8/21/14 0:53,216597,Salmonella enterica subsp. enterica serovar Typhimurium str. SL1344,28901,1236,216597,Salmonella enterica,PAIRED,ILLUMINA,Illumina MiSeq,ERR582687,ERP004323,PRJEB4981,258617,ERS371094,SAMEA2250446,ERA349608,RNA-Seq,cDNA,TRANSCRIPTOMIC,,SC,350,0,957703,,,,3000136,,,,,,,,,,,,,,,,,,Salmonella enterica subsp. enterica serovar Typhimurium str. SL1344,,,
ERX623484,11/5/14 2:18,90371,Salmonella enterica subsp. enterica serovar Typhimurium,28901,1236,90371,Salmonella enterica,SINGLE,PACBIO_SMRT,PacBio RS,ERR667996,ERP005455,PRJEB6002,266399,ERS465079,SAMEA2554544,ERA375337,RNA-Seq,cDNA,TRANSCRIPTOMIC,,SC,0,0,1087819,,,,3162409,,,,,,,,,,,,,,,,,,Salmonella enterica subsp. enterica serovar Typhimurium,,,
ERX623485,11/5/14 2:18,90371,Salmonella enterica subsp. enterica serovar Typhimurium,28901,1236,90371,Salmonella enterica,SINGLE,PACBIO_SMRT,PacBio RS,ERR667997,ERP005455,PRJEB6002,266399,ERS465080,SAMEA2554545,ERA375337,RNA-Seq,cDNA,TRANSCRIPTOMIC,,SC,0,0,1087820,,,,3162410,,,,,,,,,,,,,,,,,,Salmonella enterica subsp. enterica serovar Typhimurium,,,
ERX623486,11/5/14 2:18,90371,Salmonella enterica subsp. enterica serovar Typhimurium,28901,1236,90371,Salmonella enterica,SINGLE,PACBIO_SMRT,PacBio RS,ERR667998,ERP005455,PRJEB6002,266399,ERS465081,SAMEA2554546,ERA375337,RNA-Seq,cDNA,TRANSCRIPTOMIC,,SC,0,0,1087821,,,,3162411,,,,,,,,,,,,,,,,,,Salmonella enterica subsp. enterica serovar Typhimurium,,,
ERX623487,11/5/14 2:18,90371,Salmonella enterica subsp. enterica serovar Typhimurium,28901,1236,90371,Salmonella enterica,SINGLE,PACBIO_SMRT,PacBio RS,ERR667999,ERP005455,PRJEB6002,266399,ERS465079,SAMEA2554544,ERA375337,RNA-Seq,cDNA,TRANSCRIPTOMIC,,SC,0,0,1087822,,,,3162409,,,,,,,,,,,,,,,,,,Salmonella enterica subsp. enterica serovar Typhimurium,,,
ERX623488,11/5/14 2:18,90371,Salmonella enterica subsp. enterica serovar Typhimurium,28901,1236,90371,Salmonella enterica,SINGLE,PACBIO_SMRT,PacBio RS,ERR668000,ERP005455,PRJEB6002,266399,ERS465080,SAMEA2554545,ERA375337,RNA-Seq,cDNA,TRANSCRIPTOMIC,,SC,0,0,1087823,,,,3162410,,,,,,,,,,,,,,,,,,Salmonella enterica subsp. enterica serovar Typhimurium,,,
ERX623489,11/5/14 2:18,90371,Salmonella enterica subsp. enterica serovar Typhimurium,28901,1236,90371,Salmonella enterica,SINGLE,PACBIO_SMRT,PacBio RS,ERR668001,ERP005455,PRJEB6002,266399,ERS465081,SAMEA2554546,ERA375337,RNA-Seq,cDNA,TRANSCRIPTOMIC,,SC,0,0,1087824,,,,3162411,,,,,,,,,,,,,,,,,,Salmonella enterica subsp. enterica serovar Typhimurium,,,
ERX623490,11/5/14 2:18,90371,Salmonella enterica subsp. enterica serovar Typhimurium,28901,1236,90371,Salmonella enterica,SINGLE,PACBIO_SMRT,PacBio RS,ERR668002,ERP005455,PRJEB6002,266399,ERS465082,SAMEA2554547,ERA375337,RNA-Seq,cDNA,TRANSCRIPTOMIC,,SC,0,0,1087825,,,,3162412,,,,,,,,,,,,,,,,,,Salmonella enterica subsp. enterica serovar Typhimurium,,,
ERX623491,11/5/14 2:18,90371,Salmonella enterica subsp. enterica serovar Typhimurium,28901,1236,90371,Salmonella enterica,SINGLE,PACBIO_SMRT,PacBio RS,ERR668003,ERP005455,PRJEB6002,266399,ERS465083,SAMEA2554548,ERA375337,RNA-Seq,cDNA,TRANSCRIPTOMIC,,SC,0,0,1087826,,,,3162413,,,,,,,,,,,,,,,,,,Salmonella enterica subsp. enterica serovar Typhimurium,,,
ERX623492,11/5/14 2:18,90371,Salmonella enterica subsp. enterica serovar Typhimurium,28901,1236,90371,Salmonella enterica,SINGLE,PACBIO_SMRT,PacBio RS,ERR668004,ERP005455,PRJEB6002,266399,ERS465084,SAMEA2554549,ERA375337,RNA-Seq,cDNA,TRANSCRIPTOMIC,,SC,0,0,1087827,,,,3162414,,,,,,,,,,,,,,,,,,Salmonella enterica subsp. enterica serovar Typhimurium,,,
ERX623493,11/5/14 2:18,90371,Salmonella enterica subsp. enterica serovar Typhimurium,28901,1236,90371,Salmonella enterica,SINGLE,PACBIO_SMRT,PacBio RS,ERR668005,ERP005455,PRJEB6002,266399,ERS465082,SAMEA2554547,ERA375337,RNA-Seq,cDNA,TRANSCRIPTOMIC,,SC,0,0,1087828,,,,3162412,,,,,,,,,,,,,,,,,,Salmonella enterica subsp. enterica serovar Typhimurium,,,
ERX623494,11/5/14 2:18,90371,Salmonella enterica subsp. enterica serovar Typhimurium,28901,1236,90371,Salmonella enterica,SINGLE,PACBIO_SMRT,PacBio RS,ERR668006,ERP005455,PRJEB6002,266399,ERS465083,SAMEA2554548,ERA375337,RNA-Seq,cDNA,TRANSCRIPTOMIC,,SC,0,0,1087829,,,,3162413,,,,,,,,,,,,,,,,,,Salmonella enterica subsp. enterica serovar Typhimurium,,,
ERX623495,11/5/14 2:18,90371,Salmonella enterica subsp. enterica serovar Typhimurium,28901,1236,90371,Salmonella enterica,SINGLE,PACBIO_SMRT,PacBio RS,ERR668007,ERP005455,PRJEB6002,266399,ERS465084,SAMEA2554549,ERA375337,RNA-Seq,cDNA,TRANSCRIPTOMIC,,SC,0,0,1087830,,,,3162414,,,,,,,,,,,,,,,,,,Salmonella enterica subsp. enterica serovar Typhimurium,,,
ERX631850,11/19/14 3:23,90371,Salmonella enterica subsp. enterica serovar Typhimurium,28901,1236,90371,Salmonella enterica,SINGLE,PACBIO_SMRT,PacBio RS,ERR676883,ERP005455,PRJEB6002,266399,ERS465083,SAMEA2554548,ERA384458,RNA-Seq,cDNA,TRANSCRIPTOMIC,,SC,0,0,1102805,,,,3162413,,,,,,,,,,,,,,,,,,Salmonella enterica subsp. enterica serovar Typhimurium,,,
ERX653212,1/29/15 0:34,90371,Salmonella enterica subsp. enterica serovar Typhimurium,28901,1236,90371,Salmonella enterica,PAIRED,ILLUMINA,Illumina HiSeq 2000,ERR708908,ERP005455,PRJEB6002,266399,ERS476160,SAMEA2586311,ERA396044,RNA-Seq,cDNA,TRANSCRIPTOMIC,,SC,350,0,1216859,,,,3301410,,,,,,,,,,,,,,,,,,Salmonella enterica subsp. enterica serovar Typhimurium,,,
ERX653213,1/29/15 0:34,90371,Salmonella enterica subsp. enterica serovar Typhimurium,28901,1236,90371,Salmonella enterica,PAIRED,ILLUMINA,Illumina HiSeq 2000,ERR708909,ERP005455,PRJEB6002,266399,ERS476161,SAMEA2586312,ERA396044,RNA-Seq,cDNA,TRANSCRIPTOMIC,,SC,350,0,1216860,,,,3301411,,,,,,,,,,,,,,,,,,Salmonella enterica subsp. enterica serovar Typhimurium,,,
