Experiment	ReleaseDate	TaxID	ScientificName	species_tax_id	class_tax_id	strain_tax_id	species	LibraryLayout	Platform	Model	Run	SRAStudy	BioProject	ProjectID	Sample	BioSample	Submission	LibraryStrategy	LibrarySelection	LibrarySource	Body_Site	CenterName	InsertSize	InsertDev	SRA ID	GEO Series	GEO Sample	PMID	Biosample ID	biosample_strain	biosample_genotype	reference_sequence	project_name	condition_name	reference_condition	strain_description	base_media	carbon_source	nitrogen_source	aerobicity	supplement	temperature	pH	growth_phase	OD	additional_notes	ScientificName_curated	Host	Knockout	Other_available_omics	Biological_replicate	Technical_replicate	SampleID	R1	R2
SRX8044240	2020-07-08 14:55:36	216597	Salmonella enterica subsp. enterica serovar Typhimurium str. SL1344	28901	1236	216597	Salmonella enterica	PAIRED	ILLUMINA	Illumina NovaSeq 6000	SRR12151445	SRP161626	PRJNA490563	490563	SRS6415856	SAMN14521381	SRA772882	RNA-Seq	cDNA	TRANSCRIPTOMIC		GEO	0	0	10486135	GSE119888	GSM4450505	32807892	14521381	SL1344	WT	NC_016810.1;NC_017718.1;NC_017719.1;NC_017720.1	scRNA	M1A7	M1A1	WT	LB			Aerobic		37C		Late-stationary	2		Salmonella enterica subsp. enterica serovar Typhimurium str. SL1344		WT		1	1	M1A7		
SRX8044241	2020-07-08 15:16:27	216597	Salmonella enterica subsp. enterica serovar Typhimurium str. SL1344	28901	1236	216597	Salmonella enterica	PAIRED	ILLUMINA	Illumina NovaSeq 6000	SRR12151446	SRP161626	PRJNA490563	490563	SRS6415869	SAMN14521380	SRA772882	RNA-Seq	cDNA	TRANSCRIPTOMIC		GEO	0	0	10486136	GSE119888	GSM4450506	32807892	14521380	SL1344	WT	NC_016810.1;NC_017718.1;NC_017719.1;NC_017720.1	scRNA	M1A12	M1A1	WT	LB			Aerobic		37C		Late-stationary	2		Salmonella enterica subsp. enterica serovar Typhimurium str. SL1344		WT		1	1	M1A12		
SRX8044242	2020-07-08 02:40:30	216597	Salmonella enterica subsp. enterica serovar Typhimurium str. SL1344	28901	1236	216597	Salmonella enterica	PAIRED	ILLUMINA	Illumina NovaSeq 6000	SRR12151447	SRP161626	PRJNA490563	490563	SRS6415857	SAMN14521379	SRA772882	RNA-Seq	cDNA	TRANSCRIPTOMIC		GEO	0	0	10486137	GSE119888	GSM4450507	32807892	14521379	SL1344	WT	NC_016810.1;NC_017718.1;NC_017719.1;NC_017720.1	scRNA	M1B1	M1A1	WT	LB			Aerobic		37C		Late-stationary	2		Salmonella enterica subsp. enterica serovar Typhimurium str. SL1344		WT		1	1	M1B1		
SRX8044243	2020-07-08 13:14:40	216597	Salmonella enterica subsp. enterica serovar Typhimurium str. SL1344	28901	1236	216597	Salmonella enterica	PAIRED	ILLUMINA	Illumina NovaSeq 6000	SRR12151448	SRP161626	PRJNA490563	490563	SRS6415858	SAMN14521378	SRA772882	RNA-Seq	cDNA	TRANSCRIPTOMIC		GEO	0	0	10486138	GSE119888	GSM4450508	32807892	14521378	SL1344	WT	NC_016810.1;NC_017718.1;NC_017719.1;NC_017720.1	scRNA	M1B2	M1A1	WT	LB			Aerobic		37C		Late-stationary	2		Salmonella enterica subsp. enterica serovar Typhimurium str. SL1344		WT		1	1	M1B2		
SRX8044244	2020-07-08 14:40:31	216597	Salmonella enterica subsp. enterica serovar Typhimurium str. SL1344	28901	1236	216597	Salmonella enterica	PAIRED	ILLUMINA	Illumina NovaSeq 6000	SRR12151449	SRP161626	PRJNA490563	490563	SRS6415859	SAMN14521377	SRA772882	RNA-Seq	cDNA	TRANSCRIPTOMIC		GEO	0	0	10486139	GSE119888	GSM4450509	32807892	14521377	SL1344	WT	NC_016810.1;NC_017718.1;NC_017719.1;NC_017720.1	scRNA	M1B3	M1A1	WT	LB			Aerobic		37C		Late-stationary	2		Salmonella enterica subsp. enterica serovar Typhimurium str. SL1344		WT		1	1	M1B3		
SRX8044245	2020-07-08 14:07:45	216597	Salmonella enterica subsp. enterica serovar Typhimurium str. SL1344	28901	1236	216597	Salmonella enterica	PAIRED	ILLUMINA	Illumina NovaSeq 6000	SRR12151450	SRP161626	PRJNA490563	490563	SRS6415860	SAMN14521376	SRA772882	RNA-Seq	cDNA	TRANSCRIPTOMIC		GEO	0	0	10486140	GSE119888	GSM4450510	32807892	14521376	SL1344	WT	NC_016810.1;NC_017718.1;NC_017719.1;NC_017720.1	scRNA	M1B4	M1A1	WT	LB			Aerobic		37C		Late-stationary	2		Salmonella enterica subsp. enterica serovar Typhimurium str. SL1344		WT		1	1	M1B4		
SRX8044246	2020-07-08 14:07:45	216597	Salmonella enterica subsp. enterica serovar Typhimurium str. SL1344	28901	1236	216597	Salmonella enterica	PAIRED	ILLUMINA	Illumina NovaSeq 6000	SRR12151451	SRP161626	PRJNA490563	490563	SRS6415861	SAMN14521521	SRA772882	RNA-Seq	cDNA	TRANSCRIPTOMIC		GEO	0	0	10486141	GSE119888	GSM4450511	32807892	14521521	SL1344	WT	NC_016810.1;NC_017718.1;NC_017719.1;NC_017720.1	scRNA	M1B7	M1A1	WT	LB			Aerobic		37C		Late-stationary	2		Salmonella enterica subsp. enterica serovar Typhimurium str. SL1344		WT		1	1	M1B7		
SRX8044247	2020-07-09 18:45:29	216597	Salmonella enterica subsp. enterica serovar Typhimurium str. SL1344	28901	1236	216597	Salmonella enterica	PAIRED	ILLUMINA	Illumina NovaSeq 6000	SRR12151452	SRP161626	PRJNA490563	490563	SRS6415862	SAMN14521520	SRA772882	RNA-Seq	cDNA	TRANSCRIPTOMIC		GEO	0	0	10486142	GSE119888	GSM4450512	32807892	14521520	SL1344	WT	NC_016810.1;NC_017718.1;NC_017719.1;NC_017720.1	scRNA	M1C2	M1A1	WT	LB			Aerobic		37C		Late-stationary	2		Salmonella enterica subsp. enterica serovar Typhimurium str. SL1344		WT		1	1	M1C2		
SRX8044248	2020-07-08 19:30:16	216597	Salmonella enterica subsp. enterica serovar Typhimurium str. SL1344	28901	1236	216597	Salmonella enterica	PAIRED	ILLUMINA	Illumina NovaSeq 6000	SRR12151453	SRP161626	PRJNA490563	490563	SRS6415863	SAMN14521519	SRA772882	RNA-Seq	cDNA	TRANSCRIPTOMIC		GEO	0	0	10486143	GSE119888	GSM4450513	32807892	14521519	SL1344	WT	NC_016810.1;NC_017718.1;NC_017719.1;NC_017720.1	scRNA	M1C4	M1A1	WT	LB			Aerobic		37C		Late-stationary	2		Salmonella enterica subsp. enterica serovar Typhimurium str. SL1344		WT		1	1	M1C4		
SRX8044249	2020-07-08 14:53:38	216597	Salmonella enterica subsp. enterica serovar Typhimurium str. SL1344	28901	1236	216597	Salmonella enterica	PAIRED	ILLUMINA	Illumina NovaSeq 6000	SRR12151454	SRP161626	PRJNA490563	490563	SRS6415864	SAMN14521518	SRA772882	RNA-Seq	cDNA	TRANSCRIPTOMIC		GEO	0	0	10486144	GSE119888	GSM4450514	32807892	14521518	SL1344	WT	NC_016810.1;NC_017718.1;NC_017719.1;NC_017720.1	scRNA	M1C5	M1A1	WT	LB			Aerobic		37C		Late-stationary	2		Salmonella enterica subsp. enterica serovar Typhimurium str. SL1344		WT		1	1	M1C5		
SRX8044250	2020-07-08 14:42:32	216597	Salmonella enterica subsp. enterica serovar Typhimurium str. SL1344	28901	1236	216597	Salmonella enterica	PAIRED	ILLUMINA	Illumina NovaSeq 6000	SRR12151455	SRP161626	PRJNA490563	490563	SRS6415865	SAMN14521517	SRA772882	RNA-Seq	cDNA	TRANSCRIPTOMIC		GEO	0	0	10486145	GSE119888	GSM4450515	32807892	14521517	SL1344	WT	NC_016810.1;NC_017718.1;NC_017719.1;NC_017720.1	scRNA	M1D2	M1A1	WT	LB			Aerobic		37C		Late-stationary	2		Salmonella enterica subsp. enterica serovar Typhimurium str. SL1344		WT		1	1	M1D2		
SRX8044251	2020-07-08 11:35:35	216597	Salmonella enterica subsp. enterica serovar Typhimurium str. SL1344	28901	1236	216597	Salmonella enterica	PAIRED	ILLUMINA	Illumina NovaSeq 6000	SRR12151456	SRP161626	PRJNA490563	490563	SRS6415866	SAMN14521516	SRA772882	RNA-Seq	cDNA	TRANSCRIPTOMIC		GEO	0	0	10486146	GSE119888	GSM4450516	32807892	14521516	SL1344	WT	NC_016810.1;NC_017718.1;NC_017719.1;NC_017720.1	scRNA	M1D6	M1A1	WT	LB			Aerobic		37C		Late-stationary	2		Salmonella enterica subsp. enterica serovar Typhimurium str. SL1344		WT		1	1	M1D6		
SRX8044252	2020-07-08 15:12:08	216597	Salmonella enterica subsp. enterica serovar Typhimurium str. SL1344	28901	1236	216597	Salmonella enterica	PAIRED	ILLUMINA	Illumina NovaSeq 6000	SRR12151457	SRP161626	PRJNA490563	490563	SRS6415867	SAMN14521515	SRA772882	RNA-Seq	cDNA	TRANSCRIPTOMIC		GEO	0	0	10486147	GSE119888	GSM4450517	32807892	14521515	SL1344	WT	NC_016810.1;NC_017718.1;NC_017719.1;NC_017720.1	scRNA	M1E2	M1A1	WT	LB			Aerobic		37C		Late-stationary	2		Salmonella enterica subsp. enterica serovar Typhimurium str. SL1344		WT		1	1	M1E2		
SRX8044253	2020-07-08 11:26:32	216597	Salmonella enterica subsp. enterica serovar Typhimurium str. SL1344	28901	1236	216597	Salmonella enterica	PAIRED	ILLUMINA	Illumina NovaSeq 6000	SRR12151458	SRP161626	PRJNA490563	490563	SRS6415868	SAMN14521514	SRA772882	RNA-Seq	cDNA	TRANSCRIPTOMIC		GEO	0	0	10486148	GSE119888	GSM4450518	32807892	14521514	SL1344	WT	NC_016810.1;NC_017718.1;NC_017719.1;NC_017720.1	scRNA	M1E3	M1A1	WT	LB			Aerobic		37C		Late-stationary	2		Salmonella enterica subsp. enterica serovar Typhimurium str. SL1344		WT		1	1	M1E3		
SRX8044254	2020-07-08 14:27:39	216597	Salmonella enterica subsp. enterica serovar Typhimurium str. SL1344	28901	1236	216597	Salmonella enterica	PAIRED	ILLUMINA	Illumina NovaSeq 6000	SRR12151459	SRP161626	PRJNA490563	490563	SRS6415870	SAMN14521550	SRA772882	RNA-Seq	cDNA	TRANSCRIPTOMIC		GEO	0	0	10486149	GSE119888	GSM4450519	32807892	14521550	SL1344	WT	NC_016810.1;NC_017718.1;NC_017719.1;NC_017720.1	scRNA	M1E5	M1A1	WT	LB			Aerobic		37C		Late-stationary	2		Salmonella enterica subsp. enterica serovar Typhimurium str. SL1344		WT		1	1	M1E5		
SRX8044255	2020-07-08 03:11:13	216597	Salmonella enterica subsp. enterica serovar Typhimurium str. SL1344	28901	1236	216597	Salmonella enterica	PAIRED	ILLUMINA	Illumina NovaSeq 6000	SRR12151460	SRP161626	PRJNA490563	490563	SRS6415871	SAMN14521543	SRA772882	RNA-Seq	cDNA	TRANSCRIPTOMIC		GEO	0	0	10486150	GSE119888	GSM4450520	32807892	14521543	SL1344	WT	NC_016810.1;NC_017718.1;NC_017719.1;NC_017720.1	scRNA	M1E11	M1A1	WT	LB			Aerobic		37C		Late-stationary	2		Salmonella enterica subsp. enterica serovar Typhimurium str. SL1344		WT		1	1	M1E11		
SRX8044256	2020-07-08 14:19:12	216597	Salmonella enterica subsp. enterica serovar Typhimurium str. SL1344	28901	1236	216597	Salmonella enterica	PAIRED	ILLUMINA	Illumina NovaSeq 6000	SRR12151461	SRP161626	PRJNA490563	490563	SRS6415872	SAMN14521549	SRA772882	RNA-Seq	cDNA	TRANSCRIPTOMIC		GEO	0	0	10486151	GSE119888	GSM4450521	32807892	14521549	SL1344	WT	NC_016810.1;NC_017718.1;NC_017719.1;NC_017720.1	scRNA	M1F2	M1A1	WT	LB			Aerobic		37C		Late-stationary	2		Salmonella enterica subsp. enterica serovar Typhimurium str. SL1344		WT		1	1	M1F2		
SRX8044257	2020-07-08 14:23:44	216597	Salmonella enterica subsp. enterica serovar Typhimurium str. SL1344	28901	1236	216597	Salmonella enterica	PAIRED	ILLUMINA	Illumina NovaSeq 6000	SRR12151462	SRP161626	PRJNA490563	490563	SRS6415873	SAMN14521548	SRA772882	RNA-Seq	cDNA	TRANSCRIPTOMIC		GEO	0	0	10486152	GSE119888	GSM4450522	32807892	14521548	SL1344	WT	NC_016810.1;NC_017718.1;NC_017719.1;NC_017720.1	scRNA	M1F3	M1A1	WT	LB			Aerobic		37C		Late-stationary	2		Salmonella enterica subsp. enterica serovar Typhimurium str. SL1344		WT		1	1	M1F3		
SRX8044258	2020-07-08 17:55:32	216597	Salmonella enterica subsp. enterica serovar Typhimurium str. SL1344	28901	1236	216597	Salmonella enterica	PAIRED	ILLUMINA	Illumina NovaSeq 6000	SRR12151463	SRP161626	PRJNA490563	490563	SRS6415879	SAMN14521547	SRA772882	RNA-Seq	cDNA	TRANSCRIPTOMIC		GEO	0	0	10486153	GSE119888	GSM4450523	32807892	14521547	SL1344	WT	NC_016810.1;NC_017718.1;NC_017719.1;NC_017720.1	scRNA	M1F4	M1A1	WT	LB			Aerobic		37C		Late-stationary	2		Salmonella enterica subsp. enterica serovar Typhimurium str. SL1344		WT		1	1	M1F4		
SRX8044259	2020-07-08 09:31:33	216597	Salmonella enterica subsp. enterica serovar Typhimurium str. SL1344	28901	1236	216597	Salmonella enterica	PAIRED	ILLUMINA	Illumina NovaSeq 6000	SRR12151464	SRP161626	PRJNA490563	490563	SRS6415874	SAMN14521546	SRA772882	RNA-Seq	cDNA	TRANSCRIPTOMIC		GEO	0	0	10486154	GSE119888	GSM4450524	32807892	14521546	SL1344	WT	NC_016810.1;NC_017718.1;NC_017719.1;NC_017720.1	scRNA	M1F5	M1A1	WT	LB			Aerobic		37C		Late-stationary	2		Salmonella enterica subsp. enterica serovar Typhimurium str. SL1344		WT		1	1	M1F5		
SRX8044260	2020-07-08 15:38:33	216597	Salmonella enterica subsp. enterica serovar Typhimurium str. SL1344	28901	1236	216597	Salmonella enterica	PAIRED	ILLUMINA	Illumina NovaSeq 6000	SRR12151465	SRP161626	PRJNA490563	490563	SRS6415875	SAMN14521545	SRA772882	RNA-Seq	cDNA	TRANSCRIPTOMIC		GEO	0	0	10486155	GSE119888	GSM4450525	32807892	14521545	SL1344	WT	NC_016810.1;NC_017718.1;NC_017719.1;NC_017720.1	scRNA	M1F6	M1A1	WT	LB			Aerobic		37C		Late-stationary	2		Salmonella enterica subsp. enterica serovar Typhimurium str. SL1344		WT		1	1	M1F6		
SRX8044261	2020-07-08 15:09:38	216597	Salmonella enterica subsp. enterica serovar Typhimurium str. SL1344	28901	1236	216597	Salmonella enterica	PAIRED	ILLUMINA	Illumina NovaSeq 6000	SRR12151466	SRP161626	PRJNA490563	490563	SRS6415876	SAMN14521544	SRA772882	RNA-Seq	cDNA	TRANSCRIPTOMIC		GEO	0	0	10486156	GSE119888	GSM4450526	32807892	14521544	SL1344	WT	NC_016810.1;NC_017718.1;NC_017719.1;NC_017720.1	scRNA	M1F7	M1A1	WT	LB			Aerobic		37C		Late-stationary	2		Salmonella enterica subsp. enterica serovar Typhimurium str. SL1344		WT		1	1	M1F7		
SRX8044262	2020-07-10 10:15:17	216597	Salmonella enterica subsp. enterica serovar Typhimurium str. SL1344	28901	1236	216597	Salmonella enterica	PAIRED	ILLUMINA	Illumina NovaSeq 6000	SRR12151467	SRP161626	PRJNA490563	490563	SRS6415878	SAMN14521542	SRA772882	RNA-Seq	cDNA	TRANSCRIPTOMIC		GEO	0	0	10486157	GSE119888	GSM4450527	32807892	14521542	SL1344	WT	NC_016810.1;NC_017718.1;NC_017719.1;NC_017720.1	scRNA	M1F9	M1A1	WT	LB			Aerobic		37C		Late-stationary	2		Salmonella enterica subsp. enterica serovar Typhimurium str. SL1344		WT		1	1	M1F9		
SRX8044263	2020-07-08 09:14:38	216597	Salmonella enterica subsp. enterica serovar Typhimurium str. SL1344	28901	1236	216597	Salmonella enterica	PAIRED	ILLUMINA	Illumina NovaSeq 6000	SRR12151468	SRP161626	PRJNA490563	490563	SRS6415880	SAMN14521541	SRA772882	RNA-Seq	cDNA	TRANSCRIPTOMIC		GEO	0	0	10486158	GSE119888	GSM4450528	32807892	14521541	SL1344	WT	NC_016810.1;NC_017718.1;NC_017719.1;NC_017720.1	scRNA	M1F11	M1A1	WT	LB			Aerobic		37C		Late-stationary	2		Salmonella enterica subsp. enterica serovar Typhimurium str. SL1344		WT		1	1	M1F11		
SRX8044264	2020-07-08 19:35:39	216597	Salmonella enterica subsp. enterica serovar Typhimurium str. SL1344	28901	1236	216597	Salmonella enterica	PAIRED	ILLUMINA	Illumina NovaSeq 6000	SRR12151469	SRP161626	PRJNA490563	490563	SRS6415881	SAMN14521540	SRA772882	RNA-Seq	cDNA	TRANSCRIPTOMIC		GEO	0	0	10486159	GSE119888	GSM4450529	32807892	14521540	SL1344	WT	NC_016810.1;NC_017718.1;NC_017719.1;NC_017720.1	scRNA	M1G2	M1A1	WT	LB			Aerobic		37C		Late-stationary	2		Salmonella enterica subsp. enterica serovar Typhimurium str. SL1344		WT		1	1	M1G2		
SRX8044265	2020-07-08 16:04:42	216597	Salmonella enterica subsp. enterica serovar Typhimurium str. SL1344	28901	1236	216597	Salmonella enterica	PAIRED	ILLUMINA	Illumina NovaSeq 6000	SRR12151470	SRP161626	PRJNA490563	490563	SRS6415882	SAMN14521539	SRA772882	RNA-Seq	cDNA	TRANSCRIPTOMIC		GEO	0	0	10486160	GSE119888	GSM4450530	32807892	14521539	SL1344	WT	NC_016810.1;NC_017718.1;NC_017719.1;NC_017720.1	scRNA	M1G3	M1A1	WT	LB			Aerobic		37C		Late-stationary	2		Salmonella enterica subsp. enterica serovar Typhimurium str. SL1344		WT		1	1	M1G3		
SRX8044266	2020-07-08 14:33:33	216597	Salmonella enterica subsp. enterica serovar Typhimurium str. SL1344	28901	1236	216597	Salmonella enterica	PAIRED	ILLUMINA	Illumina NovaSeq 6000	SRR12151471	SRP161626	PRJNA490563	490563	SRS6415885	SAMN14521538	SRA772882	RNA-Seq	cDNA	TRANSCRIPTOMIC		GEO	0	0	10486161	GSE119888	GSM4450531	32807892	14521538	SL1344	WT	NC_016810.1;NC_017718.1;NC_017719.1;NC_017720.1	scRNA	M1G6	M1A1	WT	LB			Aerobic		37C		Late-stationary	2		Salmonella enterica subsp. enterica serovar Typhimurium str. SL1344		WT		1	1	M1G6		
SRX8044267	2020-07-08 03:10:31	216597	Salmonella enterica subsp. enterica serovar Typhimurium str. SL1344	28901	1236	216597	Salmonella enterica	PAIRED	ILLUMINA	Illumina NovaSeq 6000	SRR12151472	SRP161626	PRJNA490563	490563	SRS6415884	SAMN14521537	SRA772882	RNA-Seq	cDNA	TRANSCRIPTOMIC		GEO	0	0	10486162	GSE119888	GSM4450532	32807892	14521537	SL1344	WT	NC_016810.1;NC_017718.1;NC_017719.1;NC_017720.1	scRNA	M1H2	M1A1	WT	LB			Aerobic		37C		Late-stationary	2		Salmonella enterica subsp. enterica serovar Typhimurium str. SL1344		WT		1	1	M1H2		
SRX8044268	2020-07-08 13:46:48	216597	Salmonella enterica subsp. enterica serovar Typhimurium str. SL1344	28901	1236	216597	Salmonella enterica	PAIRED	ILLUMINA	Illumina NovaSeq 6000	SRR12151473	SRP161626	PRJNA490563	490563	SRS6415883	SAMN14521536	SRA772882	RNA-Seq	cDNA	TRANSCRIPTOMIC		GEO	0	0	10486163	GSE119888	GSM4450533	32807892	14521536	SL1344	WT	NC_016810.1;NC_017718.1;NC_017719.1;NC_017720.1	scRNA	M1H3	M1A1	WT	LB			Aerobic		37C		Late-stationary	2		Salmonella enterica subsp. enterica serovar Typhimurium str. SL1344		WT		1	1	M1H3		
SRX8044121	2020-07-08 02:58:40	216597	Salmonella enterica subsp. enterica serovar Typhimurium str. SL1344	28901	1236	216597	Salmonella enterica	PAIRED	ILLUMINA	Illumina NovaSeq 6000	SRR12151474	SRP161626	PRJNA490563	490563	SRS6415738	SAMN14521535	SRA772882	RNA-Seq	cDNA	TRANSCRIPTOMIC		GEO	0	0	10486016	GSE119888	GSM4450534	32807892	14521535	SL1344	WT	NC_016810.1;NC_017718.1;NC_017719.1;NC_017720.1	scRNA	M1H5	M1A1	WT	LB			Aerobic		37C		Late-stationary	2		Salmonella enterica subsp. enterica serovar Typhimurium str. SL1344		WT		1	1	M1H5		
SRX8044122	2020-07-08 13:58:36	216597	Salmonella enterica subsp. enterica serovar Typhimurium str. SL1344	28901	1236	216597	Salmonella enterica	PAIRED	ILLUMINA	Illumina NovaSeq 6000	SRR12151475	SRP161626	PRJNA490563	490563	SRS6415739	SAMN14521534	SRA772882	RNA-Seq	cDNA	TRANSCRIPTOMIC		GEO	0	0	10486017	GSE119888	GSM4450535	32807892	14521534	SL1344	WT	NC_016810.1;NC_017718.1;NC_017719.1;NC_017720.1	scRNA	M1H11	M1A1	WT	LB			Aerobic		37C		Late-stationary	2		Salmonella enterica subsp. enterica serovar Typhimurium str. SL1344		WT		1	1	M1H11		
SRX8044123	2020-07-08 15:06:35	216597	Salmonella enterica subsp. enterica serovar Typhimurium str. SL1344	28901	1236	216597	Salmonella enterica	PAIRED	ILLUMINA	Illumina NovaSeq 6000	SRR12151476	SRP161626	PRJNA490563	490563	SRS6415740	SAMN14521533	SRA772882	RNA-Seq	cDNA	TRANSCRIPTOMIC		GEO	0	0	10486018	GSE119888	GSM4450536	32807892	14521533	SL1344	WT	NC_016810.1;NC_017718.1;NC_017719.1;NC_017720.1	scRNA	M2A2	M1A1	WT	LB			Aerobic		37C		Late-stationary	2		Salmonella enterica subsp. enterica serovar Typhimurium str. SL1344		WT		1	1	M2A2		
SRX8044124	2020-07-08 02:40:30	216597	Salmonella enterica subsp. enterica serovar Typhimurium str. SL1344	28901	1236	216597	Salmonella enterica	PAIRED	ILLUMINA	Illumina NovaSeq 6000	SRR12151477	SRP161626	PRJNA490563	490563	SRS6415741	SAMN14521477	SRA772882	RNA-Seq	cDNA	TRANSCRIPTOMIC		GEO	0	0	10486019	GSE119888	GSM4450537	32807892	14521477	SL1344	WT	NC_016810.1;NC_017718.1;NC_017719.1;NC_017720.1	scRNA	M2A3	M1A1	WT	LB			Aerobic		37C		Late-stationary	2		Salmonella enterica subsp. enterica serovar Typhimurium str. SL1344		WT		1	1	M2A3		
SRX8044125	2020-07-08 03:45:15	216597	Salmonella enterica subsp. enterica serovar Typhimurium str. SL1344	28901	1236	216597	Salmonella enterica	PAIRED	ILLUMINA	Illumina NovaSeq 6000	SRR12151478	SRP161626	PRJNA490563	490563	SRS6415742	SAMN14521476	SRA772882	RNA-Seq	cDNA	TRANSCRIPTOMIC		GEO	0	0	10486020	GSE119888	GSM4450538	32807892	14521476	SL1344	WT	NC_016810.1;NC_017718.1;NC_017719.1;NC_017720.1	scRNA	M2A5	M1A1	WT	LB			Aerobic		37C		mid-log	0.3	NaCl shock: NaCl was added to MEP-bacteria cultures to a final concentration of 0.3 M, followed by 10 minutes continued incubation at 37°C shaking.	Salmonella enterica subsp. enterica serovar Typhimurium str. SL1344		WT		1	1	M2A5		
SRX8044126	2020-07-08 14:44:31	216597	Salmonella enterica subsp. enterica serovar Typhimurium str. SL1344	28901	1236	216597	Salmonella enterica	PAIRED	ILLUMINA	Illumina NovaSeq 6000	SRR12151479	SRP161626	PRJNA490563	490563	SRS6415743	SAMN14521513	SRA772882	RNA-Seq	cDNA	TRANSCRIPTOMIC		GEO	0	0	10486021	GSE119888	GSM4450539	32807892	14521513	SL1344	WT	NC_016810.1;NC_017718.1;NC_017719.1;NC_017720.1	scRNA	M2A7	M1A1	WT	LB			Aerobic		37C		mid-log	0.3	Anerobic shock: 5 ml of MEP-bacteria cultures were filled in a test-tube, covered with 2 ml of mineral oil and subsequently incubated at 37°C for 30 min without agitation.	Salmonella enterica subsp. enterica serovar Typhimurium str. SL1344		WT		1	1	M2A7		
SRX8044127	2020-07-08 15:33:48	216597	Salmonella enterica subsp. enterica serovar Typhimurium str. SL1344	28901	1236	216597	Salmonella enterica	PAIRED	ILLUMINA	Illumina NovaSeq 6000	SRR12151480	SRP161626	PRJNA490563	490563	SRS6415744	SAMN14521512	SRA772882	RNA-Seq	cDNA	TRANSCRIPTOMIC		GEO	0	0	10486022	GSE119888	GSM4450540	32807892	14521512	SL1344	WT	NC_016810.1;NC_017718.1;NC_017719.1;NC_017720.1	scRNA	M2A8	M1A1	WT	LB			Aerobic		37C		mid-log	0.3	NaCl shock: NaCl was added to MEP-bacteria cultures to a final concentration of 0.3 M, followed by 10 minutes continued incubation at 37°C shaking.	Salmonella enterica subsp. enterica serovar Typhimurium str. SL1344		WT		1	1	M2A8		
SRX8044128	2020-07-08 03:15:16	216597	Salmonella enterica subsp. enterica serovar Typhimurium str. SL1344	28901	1236	216597	Salmonella enterica	PAIRED	ILLUMINA	Illumina NovaSeq 6000	SRR12151481	SRP161626	PRJNA490563	490563	SRS6415745	SAMN14521511	SRA772882	RNA-Seq	cDNA	TRANSCRIPTOMIC		GEO	0	0	10486023	GSE119888	GSM4450541	32807892	14521511	SL1344	WT	NC_016810.1;NC_017718.1;NC_017719.1;NC_017720.1	scRNA	M2A9	M1A1	WT	LB			Aerobic		37C		mid-log	0.3	NaCl shock: NaCl was added to MEP-bacteria cultures to a final concentration of 0.3 M, followed by 10 minutes continued incubation at 37°C shaking.	Salmonella enterica subsp. enterica serovar Typhimurium str. SL1344		WT		1	1	M2A9		
SRX8044129	2020-07-08 11:16:34	216597	Salmonella enterica subsp. enterica serovar Typhimurium str. SL1344	28901	1236	216597	Salmonella enterica	PAIRED	ILLUMINA	Illumina NovaSeq 6000	SRR12151482	SRP161626	PRJNA490563	490563	SRS6415746	SAMN14521510	SRA772882	RNA-Seq	cDNA	TRANSCRIPTOMIC		GEO	0	0	10486024	GSE119888	GSM4450542	32807892	14521510	SL1344	WT	NC_016810.1;NC_017718.1;NC_017719.1;NC_017720.1	scRNA	M2A10	M1A1	WT	LB			Aerobic		37C		mid-log	0.3	NaCl shock: NaCl was added to MEP-bacteria cultures to a final concentration of 0.3 M, followed by 10 minutes continued incubation at 37°C shaking.	Salmonella enterica subsp. enterica serovar Typhimurium str. SL1344		WT		1	1	M2A10		
SRX8044130	2020-07-08 03:25:33	216597	Salmonella enterica subsp. enterica serovar Typhimurium str. SL1344	28901	1236	216597	Salmonella enterica	PAIRED	ILLUMINA	Illumina NovaSeq 6000	SRR12151483	SRP161626	PRJNA490563	490563	SRS6415748	SAMN14521509	SRA772882	RNA-Seq	cDNA	TRANSCRIPTOMIC		GEO	0	0	10486025	GSE119888	GSM4450543	32807892	14521509	SL1344	WT	NC_016810.1;NC_017718.1;NC_017719.1;NC_017720.1	scRNA	M2A11	M1A1	WT	LB			Aerobic		37C		mid-log	0.3	Anerobic shock: 5 ml of MEP-bacteria cultures were filled in a test-tube, covered with 2 ml of mineral oil and subsequently incubated at 37°C for 30 min without agitation.	Salmonella enterica subsp. enterica serovar Typhimurium str. SL1344		WT		1	1	M2A11		
SRX8044131	2020-07-08 14:37:15	216597	Salmonella enterica subsp. enterica serovar Typhimurium str. SL1344	28901	1236	216597	Salmonella enterica	PAIRED	ILLUMINA	Illumina NovaSeq 6000	SRR12151484	SRP161626	PRJNA490563	490563	SRS6415747	SAMN14521508	SRA772882	RNA-Seq	cDNA	TRANSCRIPTOMIC		GEO	0	0	10486026	GSE119888	GSM4450544	32807892	14521508	SL1344	WT	NC_016810.1;NC_017718.1;NC_017719.1;NC_017720.1	scRNA	M2A12	M1A1	WT	LB			Aerobic		37C		mid-log	0.3	Anerobic shock: 5 ml of MEP-bacteria cultures were filled in a test-tube, covered with 2 ml of mineral oil and subsequently incubated at 37°C for 30 min without agitation.	Salmonella enterica subsp. enterica serovar Typhimurium str. SL1344		WT		1	1	M2A12		
