Experiment	ReleaseDate	TaxID	ScientificName	species_tax_id	class_tax_id	strain_tax_id	species	LibraryLayout	Platform	Model	Run	SRAStudy	BioProject	ProjectID	Sample	BioSample	Submission	LibraryStrategy	LibrarySelection	LibrarySource	Body_Site	CenterName	InsertSize	InsertDev	SRA ID	GEO Series	GEO Sample	PMID	Biosample ID	biosample_strain	biosample_genotype	reference_sequence	project_name	condition_name	reference_condition	strain_description	base_media	carbon_source	nitrogen_source	aerobicity	supplement	temperature	pH	growth_phase	OD	additional_notes	ScientificName_curated	Host	Knockout	Other_available_omics	Biological_replicate	Technical_replicate	SampleID	R1	R2
ERX1045685	8/18/15 5:45	90371	Salmonella enterica subsp. enterica serovar Typhimurium str. 14028S	28901	1236	90371	Salmonella enterica	SINGLE	ILLUMINA	Illumina HiSeq 2000	ERR968707	ERP011094	PRJEB9939	293185	ERS795656	SAMEA3488507	ERA459745	RNA-Seq	RT-PCR	TRANSCRIPTOMIC		UB Next-Generation Sequencing and Expression Analysis Core	0	0	1681375			27601571	3998236	delta STM14_3498	pBAD24-STM14_3498	NC_016856.1;NC_016855.1	7TF	invF	WT	invF	LB			Aerobic		37C				invF deletion and overexpression	Salmonella enterica subsp. enterica serovar Typhimurium str. 14028S		invF	ChIP-Seq	1	1	invF_1		
ERX1045686	8/18/15 5:45	90371	Salmonella enterica subsp. enterica serovar Typhimurium str. 14028S	28901	1236	90371	Salmonella enterica	SINGLE	ILLUMINA	Illumina HiSeq 2000	ERR968685	ERP011094	PRJEB9939	293185	ERS795657	SAMEA3488508	ERA459745	RNA-Seq	RT-PCR	TRANSCRIPTOMIC		UB Next-Generation Sequencing and Expression Analysis Core	0	0	1681376			27601571	3998237	delta STM14_5188	pBAD24	NC_016856.1;NC_016855.1	7TF	del_rtsA	WT	del_rtsA	LB			Aerobic		37C					Salmonella enterica subsp. enterica serovar Typhimurium str. 14028S		rtsA	ChIP-Seq	1	1	del_rtsA_1		
ERX1045687	8/18/15 5:45	90371	Salmonella enterica subsp. enterica serovar Typhimurium str. 14028S	28901	1236	90371	Salmonella enterica	SINGLE	ILLUMINA	Illumina HiSeq 2000	ERR968695	ERP011094	PRJEB9939	293185	ERS795658	SAMEA3488509	ERA459745	RNA-Seq	RT-PCR	TRANSCRIPTOMIC		UB Next-Generation Sequencing and Expression Analysis Core	0	0	1681377			27601571	3998238	delta STM14_5187	pBAD24-STM14_5187	NC_016856.1;NC_016855.1	7TF	rtsB	WT	rtsB	LB			Aerobic		37C				rtsB deletion and overexpression	Salmonella enterica subsp. enterica serovar Typhimurium str. 14028S		rtsB	ChIP-Seq	2	1	rtsB_2		
ERX1045688	8/18/15 5:45	90371	Salmonella enterica subsp. enterica serovar Typhimurium str. 14028S	28901	1236	90371	Salmonella enterica	SINGLE	ILLUMINA	Illumina HiSeq 2000	ERR968691	ERP011094	PRJEB9939	293185	ERS795659	SAMEA3488510	ERA459745	RNA-Seq	RT-PCR	TRANSCRIPTOMIC		UB Next-Generation Sequencing and Expression Analysis Core	0	0	1681378			27601571	3998239	delta STM14_3475	pBAD24	NC_016856.1;NC_016855.1	7TF	del_hilA	WT	del_hilA	LB			Aerobic		37C					Salmonella enterica subsp. enterica serovar Typhimurium str. 14028S		hilA	ChIP-Seq	1	1	del_hilA_1		
ERX1045689	8/18/15 5:45	90371	Salmonella enterica subsp. enterica serovar Typhimurium str. 14028S	28901	1236	90371	Salmonella enterica	SINGLE	ILLUMINA	Illumina HiSeq 2000	ERR968696	ERP011094	PRJEB9939	293185	ERS795660	SAMEA3488511	ERA459745	RNA-Seq	RT-PCR	TRANSCRIPTOMIC		UB Next-Generation Sequencing and Expression Analysis Core	0	0	1681379			27601571	3998240	delta STM14_5188	pBAD24	NC_016856.1;NC_016855.1	7TF	rtsA	WT	rtsA	LB			Aerobic		37C				rtsA deletion and overexpression	Salmonella enterica subsp. enterica serovar Typhimurium str. 14028S		rtsA	ChIP-Seq	2	1	rtsA_2		
SRX027369	9/29/11 15:03	90371	Salmonella enterica subsp. enterica serovar Typhimurium str. 14028S	28901	1236	90371	Salmonella enterica	PAIRED	ILLUMINA	Illumina Genome Analyzer II	SRR066806	SRP003643	PRJNA132991	132991	SRS115246	SAMN00113713	SRA024363	RNA-Seq	cDNA	TRANSCRIPTOMIC		GEO	200	0	33230	GSE24263	GSM602189		113713	14028		NC_016856.1;NC_016855.1	yqhC	yqhC	WT	yqhC	LB			Aerobic		37C		mid-log			Salmonella enterica subsp. enterica serovar Typhimurium str. 14028				1	1	yqhC		
SRX027368	9/29/11 15:03	90371	Salmonella enterica subsp. enterica serovar Typhimurium str. 14028S	28901	1236	90371	Salmonella enterica	PAIRED	ILLUMINA	Illumina Genome Analyzer II	SRR066805	SRP003643	PRJNA132991	132991	SRS115245	SAMN00113712	SRA024363	RNA-Seq	cDNA	TRANSCRIPTOMIC		GEO	200	0	33229	GSE24263	GSM602188		113712	14028		NC_016856.1;NC_016855.1	yqhC	WT	WT	WT	LB			Aerobic		37C		mid-log			Salmonella enterica subsp. enterica serovar Typhimurium str. 14028				1	1	WT		
SRX271894	7/22/15 17:03	90371	Salmonella enterica subsp. enterica serovar Typhimurium str. 14028S	28901	1236	90371	Salmonella enterica	SINGLE	ILLUMINA	Illumina HiSeq 2000	SRR835108	SRP021514	PRJNA198870	198870	SRS416196	SAMN02056279	SRA074386	RNA-Seq	cDNA	TRANSCRIPTOMIC		GEO	0	0	381078	GSE46380	GSM1129473	25578965;24810289	2056279		wild type	NC_016856.1;NC_016855.1	sigmaS	WT	WT	wild type	LB			Aerobic		37C		late-stationary			Salmonella enterica subsp. enterica serovar Typhimurium str. 14028S		WT		1	1	WT_1		
SRX271895	7/22/15 17:03	90371	Salmonella enterica subsp. enterica serovar Typhimurium str. 14028S	28901	1236	90371	Salmonella enterica	SINGLE	ILLUMINA	Illumina HiSeq 2000	SRR835109	SRP021514	PRJNA198870	198870	SRS416197	SAMN02056280	SRA074386	RNA-Seq	cDNA	TRANSCRIPTOMIC		GEO	0	0	381079	GSE46380	GSM1129474	25578965;24810289	2056280		wild type	NC_016856.1;NC_016855.1	sigmaS	WT	WT	wild type	LB			Aerobic		37C		late-stationary			Salmonella enterica subsp. enterica serovar Typhimurium str. 14028S		WT		2	1	WT_2		
SRX271896	7/22/15 17:03	90371	Salmonella enterica subsp. enterica serovar Typhimurium str. 14028S	28901	1236	90371	Salmonella enterica	SINGLE	ILLUMINA	Illumina HiSeq 2000	SRR835110	SRP021514	PRJNA198870	198870	SRS416198	SAMN02056281	SRA074386	RNA-Seq	cDNA	TRANSCRIPTOMIC		GEO	0	0	381080	GSE46380	GSM1129475	25578965;24810289	2056281		wild type	NC_016856.1;NC_016855.1	sigmaS	WT	WT	wild type	LB			Aerobic		37C		late-stationary			Salmonella enterica subsp. enterica serovar Typhimurium str. 14028S		WT		3	1	WT_3		
SRX271897	7/22/15 17:03	90371	Salmonella enterica subsp. enterica serovar Typhimurium str. 14028S	28901	1236	90371	Salmonella enterica	SINGLE	ILLUMINA	Illumina HiSeq 2000	SRR835111	SRP021514	PRJNA198870	198870	SRS416199	SAMN02056282	SRA074386	RNA-Seq	cDNA	TRANSCRIPTOMIC		GEO	0	0	381081	GSE46380	GSM1129476	25578965;24810289	2056282		delta-rpoS	NC_016856.1;NC_016855.1	sigmaS	delta_rpoS	WT	delta-rpoS	LB			Aerobic		37C		late-stationary			Salmonella enterica subsp. enterica serovar Typhimurium str. 14028S		rpoS		1	1	del_rpoS_1		
SRX271898	7/22/15 17:03	90371	Salmonella enterica subsp. enterica serovar Typhimurium str. 14028S	28901	1236	90371	Salmonella enterica	SINGLE	ILLUMINA	Illumina HiSeq 2000	SRR835112	SRP021514	PRJNA198870	198870	SRS416200	SAMN02056283	SRA074386	RNA-Seq	cDNA	TRANSCRIPTOMIC		GEO	0	0	381082	GSE46380	GSM1129477	25578965;24810289	2056283		delta-rpoS	NC_016856.1;NC_016855.1	sigmaS	delta_rpoS	WT	delta-rpoS	LB			Aerobic		37C		late-stationary			Salmonella enterica subsp. enterica serovar Typhimurium str. 14028S		rpoS		2	1	del_rpoS_2		
SRX271899	7/22/15 17:03	90371	Salmonella enterica subsp. enterica serovar Typhimurium str. 14028S	28901	1236	90371	Salmonella enterica	SINGLE	ILLUMINA	Illumina HiSeq 2000	SRR835113	SRP021514	PRJNA198870	198870	SRS416201	SAMN02056284	SRA074386	RNA-Seq	cDNA	TRANSCRIPTOMIC		GEO	0	0	381083	GSE46380	GSM1129478	25578965;24810289	2056284		delta-rpoS	NC_016856.1;NC_016855.1	sigmaS	delta_rpoS	WT	delta-rpoS	LB			Aerobic		37C		late-stationary			Salmonella enterica subsp. enterica serovar Typhimurium str. 14028S		rpoS		3	1	del_rpoS_3		
SRX271900	7/22/15 17:03	90371	Salmonella enterica subsp. enterica serovar Typhimurium str. 14028S	28901	1236	90371	Salmonella enterica	SINGLE	ILLUMINA	Illumina HiSeq 2000	SRR835114	SRP021514	PRJNA198870	198870	SRS416202	SAMN02056276	SRA074386	RNA-Seq	cDNA	TRANSCRIPTOMIC		GEO	0	0	381084	GSE46380	GSM1129479	25578965;24810289	2056276		rpoS double mutation	NC_016856.1;NC_016855.1	sigmaS	rpoS_double_mutation	WT	rpoS double mutation	LB			Aerobic		37C		late-stationary			Salmonella enterica subsp. enterica serovar Typhimurium str. 14028S				1	1	rpoS_db_1		
SRX271901	7/22/15 17:03	90371	Salmonella enterica subsp. enterica serovar Typhimurium str. 14028S	28901	1236	90371	Salmonella enterica	SINGLE	ILLUMINA	Illumina HiSeq 2000	SRR835115	SRP021514	PRJNA198870	198870	SRS416203	SAMN02056277	SRA074386	RNA-Seq	cDNA	TRANSCRIPTOMIC		GEO	0	0	381085	GSE46380	GSM1129480	25578965;24810289	2056277		rpoS double mutation	NC_016856.1;NC_016855.1	sigmaS	rpoS_double_mutation	WT	rpoS double mutation	LB			Aerobic		37C		late-stationary			Salmonella enterica subsp. enterica serovar Typhimurium str. 14028S				2	1	rpoS_db_2		
SRX271902	7/22/15 17:03	90371	Salmonella enterica subsp. enterica serovar Typhimurium str. 14028S	28901	1236	90371	Salmonella enterica	SINGLE	ILLUMINA	Illumina HiSeq 2000	SRR835116	SRP021514	PRJNA198870	198870	SRS416204	SAMN02056278	SRA074386	RNA-Seq	cDNA	TRANSCRIPTOMIC		GEO	0	0	381086	GSE46380	GSM1129481	25578965;24810289	2056278		rpoS double mutation	NC_016856.1;NC_016855.1	sigmaS	rpoS_double_mutation	WT	rpoS double mutation	LB			Aerobic		37C		late-stationary			Salmonella enterica subsp. enterica serovar Typhimurium str. 14028S				3	1	rpoS_db_3		
SRX530683	8/26/14 16:16	90371	Salmonella enterica subsp. enterica serovar Typhimurium str. 14028S	28901	1236	90371	Salmonella enterica	SINGLE	ABI_SOLID	AB 5500xl Genetic Analyzer	SRR1267658;SRR1267659;SRR1267660	SRP041606	PRJNA246027	246027	SRS600087	SAMN02742131	SRA160890	RNA-Seq	cDNA	TRANSCRIPTOMIC		GEO	0	0	731196	GSE57238	GSM1377696	25107963	2742131	14028		NC_016856.1;NC_016855.1															Salmonella enterica subsp. enterica serovar Typhimurium str. 14028								
SRX530686	8/26/14 16:16	90371	Salmonella enterica subsp. enterica serovar Typhimurium str. 14028S	28901	1236	90371	Salmonella enterica	SINGLE	ABI_SOLID	AB 5500xl Genetic Analyzer	SRR1267670;SRR1267671;SRR1267672;SRR1267673;SRR1267674;SRR1267675	SRP041606	PRJNA246027	246027	SRS600090	SAMN02742132	SRA160890	RNA-Seq	cDNA	TRANSCRIPTOMIC		GEO	0	0	731199	GSE57238	GSM1377699	25107963	2742132	14028		NC_016856.1;NC_016855.1															Salmonella enterica subsp. enterica serovar Typhimurium str. 14028								
SRX530684	8/26/14 16:16	90371	Salmonella enterica subsp. enterica serovar Typhimurium str. 14028S	28901	1236	90371	Salmonella enterica	SINGLE	ABI_SOLID	AB 5500xl Genetic Analyzer	SRR1267661;SRR1267662;SRR1267663	SRP041606	PRJNA246027	246027	SRS600088	SAMN02742134	SRA160890	RNA-Seq	cDNA	TRANSCRIPTOMIC		GEO	0	0	731197	GSE57238	GSM1377697	25107963	2742134	14028		NC_016856.1;NC_016855.1															Salmonella enterica subsp. enterica serovar Typhimurium str. 14028								
SRX530685	8/26/14 16:16	90371	Salmonella enterica subsp. enterica serovar Typhimurium str. 14028S	28901	1236	90371	Salmonella enterica	SINGLE	ABI_SOLID	AB 5500xl Genetic Analyzer	SRR1267664;SRR1267665;SRR1267666;SRR1267667;SRR1267668;SRR1267669	SRP041606	PRJNA246027	246027	SRS600089	SAMN02742133	SRA160890	RNA-Seq	cDNA	TRANSCRIPTOMIC		GEO	0	0	731198	GSE57238	GSM1377698	25107963	2742133	14028		NC_016856.1;NC_016855.1															Salmonella enterica subsp. enterica serovar Typhimurium str. 14028								
SRX646339	7/4/15 0:03	59201	Salmonella enterica subsp. enterica serovar Typhimurium str. 14028S	28901	1236	59201	Salmonella enterica	SINGLE	ILLUMINA	Illumina HiSeq 2000	SRR1507254;SRR1507255;SRR1508160;SRR1508161	SRP044074	PRJNA254394	254394	SRS654365	SAMN02903335	SRA174307	RNA-Seq	unspecified	TRANSCRIPTOMIC		PORTLAND STATE UNIVERSITY	0	0	904216				2903335	Typhimurium 14028S		NC_016856.1;NC_016855.1	salmonella_ecoli	salmonella	salmonella												Salmonella enterica subsp. enterica serovar Typhimurium str. 14028S								
SRX974437	4/7/15 12:49	90371	Salmonella enterica subsp. enterica serovar Typhimurium str. 14028S	28901	1236	90371	Salmonella enterica	PAIRED	ILLUMINA	Illumina HiSeq 2000	SRR1950133;SRR1950135;SRR1950137	SRP056892	PRJNA280002	280002	SRS889654	SAMN03453225	SRA249497	RNA-Seq	size fractionation	TRANSCRIPTOMIC		VACCINE AND INFECTIOUS DISEASE ORGANIZATION	75	0	1416844			25824832	3453225	ATCC 14028s	wild type	NC_016856.1;NC_016855.1	csgD	WT_planktonic_TP1	WT_planktonic_TP1	WT	LB			Aerobic		37C					Salmonella enterica subsp. enterica serovar Typhimurium str. ATCC 14028s		WT		1	3 total	WT_planktonic_TP1		
SRX976335	4/7/15 12:49	90371	Salmonella enterica subsp. enterica serovar Typhimurium str. 14028S	28901	1236	90371	Salmonella enterica	PAIRED	ILLUMINA	Illumina HiSeq 2000	SRR1950140;SRR1950141;SRR1950142	SRP056892	PRJNA280002	280002	SRS889654	SAMN03453225	SRA249497	RNA-Seq	size fractionation	TRANSCRIPTOMIC		VACCINE AND INFECTIOUS DISEASE ORGANIZATION	75	0	1419683			25824832	3453225	ATCC 14028s	wild type	NC_016856.1;NC_016855.1	csgD	WT_planktonic_TP2	WT_planktonic_TP1	WT	LB			Aerobic		37C					Salmonella enterica subsp. enterica serovar Typhimurium str. ATCC 14028s		WT		1	3 total	WT_planktonic_TP2		
SRX976336	4/7/15 12:49	90371	Salmonella enterica subsp. enterica serovar Typhimurium str. 14028S	28901	1236	90371	Salmonella enterica	PAIRED	ILLUMINA	Illumina HiSeq 2000	SRR1950145;SRR1950146;SRR1950147	SRP056892	PRJNA280002	280002	SRS889654	SAMN03453225	SRA249497	RNA-Seq	size fractionation	TRANSCRIPTOMIC		VACCINE AND INFECTIOUS DISEASE ORGANIZATION	75	0	1419684			25824832	3453225	ATCC 14028s	wild type	NC_016856.1;NC_016855.1	csgD	WT_planktonic_TP3	WT_planktonic_TP1	WT	LB			Aerobic		37C					Salmonella enterica subsp. enterica serovar Typhimurium str. ATCC 14028s		WT		1	3 total	WT_planktonic_TP3		
SRX976337	4/7/15 12:49	90371	Salmonella enterica subsp. enterica serovar Typhimurium str. 14028S	28901	1236	90371	Salmonella enterica	PAIRED	ILLUMINA	Illumina HiSeq 2000	SRR1950207;SRR1950208;SRR1950209	SRP056892	PRJNA280002	280002	SRS889654	SAMN03453225	SRA249497	RNA-Seq	size fractionation	TRANSCRIPTOMIC		VACCINE AND INFECTIOUS DISEASE ORGANIZATION	75	0	1419685			25824832	3453225	ATCC 14028s	wild type	NC_016856.1;NC_016855.1	csgD	WT_planktonic_TP4	WT_planktonic_TP1	WT	LB			Aerobic		37C					Salmonella enterica subsp. enterica serovar Typhimurium str. ATCC 14028s		WT		1	3 total	WT_planktonic_TP4		
SRX976341	4/7/15 12:49	90371	Salmonella enterica subsp. enterica serovar Typhimurium str. 14028S	28901	1236	90371	Salmonella enterica	PAIRED	ILLUMINA	Illumina HiSeq 2000	SRR1950210;SRR1950211;SRR1950212	SRP056892	PRJNA280002	280002	SRS891495	SAMN03453224	SRA249497	RNA-Seq	size fractionation	TRANSCRIPTOMIC		VACCINE AND INFECTIOUS DISEASE ORGANIZATION	75	0	1419689			25824832	3453224	ATCC 14028s	wild type	NC_016856.1;NC_016855.1	csgD	WT_aggregate_TP2	WT_planktonic_TP1	WT	LB			Aerobic		37C					Salmonella enterica subsp. enterica serovar Typhimurium str. ATCC 14028s		WT		1	3 total	WT_aggregate_TP2		
SRX976343	4/7/15 12:49	90371	Salmonella enterica subsp. enterica serovar Typhimurium str. 14028S	28901	1236	90371	Salmonella enterica	PAIRED	ILLUMINA	Illumina HiSeq 2000	SRR1950213;SRR1950214;SRR1950215	SRP056892	PRJNA280002	280002	SRS891495	SAMN03453224	SRA249497	RNA-Seq	size fractionation	TRANSCRIPTOMIC		VACCINE AND INFECTIOUS DISEASE ORGANIZATION	75	0	1419691			25824832	3453224	ATCC 14028s	wild type	NC_016856.1;NC_016855.1	csgD	WT_aggregate_TP3	WT_planktonic_TP1	WT	LB			Aerobic		37C					Salmonella enterica subsp. enterica serovar Typhimurium str. ATCC 14028s		WT		1	3 total	WT_aggregate_TP3		
SRX976344	4/7/15 12:49	90371	Salmonella enterica subsp. enterica serovar Typhimurium str. 14028S	28901	1236	90371	Salmonella enterica	PAIRED	ILLUMINA	Illumina HiSeq 2000	SRR1950216;SRR1950217;SRR1950218	SRP056892	PRJNA280002	280002	SRS891495	SAMN03453224	SRA249497	RNA-Seq	size fractionation	TRANSCRIPTOMIC		VACCINE AND INFECTIOUS DISEASE ORGANIZATION	75	0	1419692			25824832	3453224	ATCC 14028s	wild type	NC_016856.1;NC_016855.1	csgD	WT_aggregate_TP4	WT_planktonic_TP1	WT	LB			Aerobic		37C					Salmonella enterica subsp. enterica serovar Typhimurium str. ATCC 14028s		WT		1	3 total	WT_aggregate_TP4		
SRX976427	4/7/15 12:49	90371	Salmonella enterica subsp. enterica serovar Typhimurium str. 14028S	28901	1236	90371	Salmonella enterica	PAIRED	ILLUMINA	Illumina MiSeq	SRR1950220;SRR1950221;SRR1950222;SRR1950223;SRR1950224;SRR1950225	SRP056892	PRJNA280002	280002	SRS891545	SAMN03453226	SRA249497	RNA-Seq	size fractionation	TRANSCRIPTOMIC		VACCINE AND INFECTIOUS DISEASE ORGANIZATION	75	0	1419775			25824832	3453226	ATCC14028s csgD mutant	csgD mutant	NC_016856.1;NC_016855.1	csgD	del_csgD_planktonic_TP2	WT_planktonic_TP1	del_csgD	LB			Aerobic		37C					Salmonella enterica subsp. enterica serovar Typhimurium str. ATCC 14028s		csgD		1	3 total	del_csgD_planktonic_TP2		
SRX976468	4/7/15 12:49	59201	Salmonella enterica subsp. enterica serovar Typhimurium str. 14028S	28901	1236	59201	Salmonella enterica	PAIRED	ILLUMINA	Illumina HiSeq 2000	SRR1950226;SRR1950228;SRR1950230	SRP056892	PRJNA280002	280002	SRS891586	SAMN03453229	SRA249497	RNA-Seq	size fractionation	TRANSCRIPTOMIC		VACCINE AND INFECTIOUS DISEASE ORGANIZATION	75	0	1419816			25824832	3453229	ATCC14028s	with csgD promoter luciferase reporter	NC_016856.1;NC_016855.1	csgD	PcsgD_planktonic_lux_TP1	WT_planktonic_TP1	PcsgD	LB			Aerobic		37C					Salmonella enterica subsp. enterica serovar Typhimurium str. ATCC 14028s				1	3 total	PcsgD_planktonic_lux_TP1		
SRX976469	4/7/15 12:49	59201	Salmonella enterica subsp. enterica serovar Typhimurium str. 14028S	28901	1236	59201	Salmonella enterica	PAIRED	ILLUMINA	Illumina HiSeq 2000	SRR1950231;SRR1950232;SRR1950233	SRP056892	PRJNA280002	280002	SRS891586	SAMN03453229	SRA249497	RNA-Seq	size fractionation	TRANSCRIPTOMIC		VACCINE AND INFECTIOUS DISEASE ORGANIZATION	75	0	1419817			25824832	3453229	ATCC14028s	with csgD promoter luciferase reporter	NC_016856.1;NC_016855.1	csgD	PcsgD_planktonic_lux_TP2	WT_planktonic_TP1	PcsgD	LB			Aerobic		37C					Salmonella enterica subsp. enterica serovar Typhimurium str. ATCC 14028s				1	3 total	PcsgD_planktonic_lux_TP2		
SRX976470	4/7/15 12:49	59201	Salmonella enterica subsp. enterica serovar Typhimurium str. 14028S	28901	1236	59201	Salmonella enterica	PAIRED	ILLUMINA	Illumina HiSeq 2000	SRR1950234;SRR1950235;SRR1950236	SRP056892	PRJNA280002	280002	SRS891586	SAMN03453229	SRA249497	RNA-Seq	size fractionation	TRANSCRIPTOMIC		VACCINE AND INFECTIOUS DISEASE ORGANIZATION	75	0	1419818			25824832	3453229	ATCC14028s	with csgD promoter luciferase reporter	NC_016856.1;NC_016855.1	csgD	PcsgD_planktonic_lux_TP3	WT_planktonic_TP1	PcsgD	LB			Aerobic		37C					Salmonella enterica subsp. enterica serovar Typhimurium str. ATCC 14028s				1	3 total	PcsgD_planktonic_lux_TP3		
SRX976471	4/7/15 12:49	59201	Salmonella enterica subsp. enterica serovar Typhimurium str. 14028S	28901	1236	59201	Salmonella enterica	PAIRED	ILLUMINA	Illumina HiSeq 2000	SRR1950237;SRR1950238;SRR1950239	SRP056892	PRJNA280002	280002	SRS891586	SAMN03453229	SRA249497	RNA-Seq	size fractionation	TRANSCRIPTOMIC		VACCINE AND INFECTIOUS DISEASE ORGANIZATION	75	0	1419819			25824832	3453229	ATCC14028s	with csgD promoter luciferase reporter	NC_016856.1;NC_016855.1	csgD	PcsgD_planktonic_lux_TP4	WT_planktonic_TP1	PcsgD	LB			Aerobic		37C					Salmonella enterica subsp. enterica serovar Typhimurium str. ATCC 14028s				1	3 total	PcsgD_planktonic_lux_TP4		
SRX976473	4/7/15 12:49	59201	Salmonella enterica subsp. enterica serovar Typhimurium str. 14028S	28901	1236	59201	Salmonella enterica	PAIRED	ILLUMINA	Illumina HiSeq 2000	SRR1950248;SRR1950249;SRR1950254	SRP056892	PRJNA280002	280002	SRS891588	SAMN03453228	SRA249497	RNA-Seq	size fractionation	TRANSCRIPTOMIC		VACCINE AND INFECTIOUS DISEASE ORGANIZATION	75	0	1419821			25824832	3453228	ATCC14028s	with csgD promoter luciferase reporter	NC_016856.1;NC_016855.1	csgD	PcsgD_aggregate_lux_TP2	WT_planktonic_TP1	PcsgD	LB			Aerobic		37C					Salmonella enterica subsp. enterica serovar Typhimurium str. ATCC 14028s				1	3 total	PcsgD_aggregate_lux_TP2		
SRX976474	4/7/15 12:49	59201	Salmonella enterica subsp. enterica serovar Typhimurium str. 14028S	28901	1236	59201	Salmonella enterica	PAIRED	ILLUMINA	Illumina HiSeq 2000	SRR1950256;SRR1950258;SRR1950260	SRP056892	PRJNA280002	280002	SRS891588	SAMN03453228	SRA249497	RNA-Seq	size fractionation	TRANSCRIPTOMIC		VACCINE AND INFECTIOUS DISEASE ORGANIZATION	75	0	1419822			25824832	3453228	ATCC14028s	with csgD promoter luciferase reporter	NC_016856.1;NC_016855.1	csgD	PcsgD_aggregate_lux_TP3	WT_planktonic_TP1	PcsgD	LB			Aerobic		37C					Salmonella enterica subsp. enterica serovar Typhimurium str. ATCC 14028s				1	3 total	PcsgD_aggregate_lux_TP3		
SRX976475	4/7/15 12:49	59201	Salmonella enterica subsp. enterica serovar Typhimurium str. 14028S	28901	1236	59201	Salmonella enterica	PAIRED	ILLUMINA	Illumina HiSeq 2000	SRR1950261;SRR1950262;SRR1950263	SRP056892	PRJNA280002	280002	SRS891588	SAMN03453228	SRA249497	RNA-Seq	size fractionation	TRANSCRIPTOMIC		VACCINE AND INFECTIOUS DISEASE ORGANIZATION	75	0	1419823			25824832	3453228	ATCC14028s	with csgD promoter luciferase reporter	NC_016856.1;NC_016855.1	csgD	PcsgD_aggregate_lux_TP4	WT_planktonic_TP1	PcsgD	LB			Aerobic		37C					Salmonella enterica subsp. enterica serovar Typhimurium str. ATCC 14028s				1	3 total	PcsgD_aggregate_lux_TP4		
SRX976476	4/7/15 12:49	59201	Salmonella enterica subsp. enterica serovar Typhimurium str. 14028S	28901	1236	59201	Salmonella enterica	PAIRED	ILLUMINA	Illumina HiSeq 2000	SRR1950265;SRR1950291;SRR1950292	SRP056892	PRJNA280002	280002	SRS891589	SAMN03453230	SRA249497	RNA-Seq	size fractionation	TRANSCRIPTOMIC		VACCINE AND INFECTIOUS DISEASE ORGANIZATION	75	0	1419824			25824832	3453230	ATCC14028s csgD mutant	csgD mutant	NC_016856.1;NC_016855.1	csgD	del_csgD_planktonic_TP1	WT_planktonic_TP1	del_csgD	LB			Aerobic		37C					Salmonella enterica subsp. enterica serovar Typhimurium str. ATCC 14028s		csgD		1	3 total	del_csgD_planktonic_TP1		
SRX976478	4/7/15 12:49	59201	Salmonella enterica subsp. enterica serovar Typhimurium str. 14028S	28901	1236	59201	Salmonella enterica	PAIRED	ILLUMINA	Illumina HiSeq 2000	SRR1950293;SRR1950295;SRR1950296	SRP056892	PRJNA280002	280002	SRS891589	SAMN03453230	SRA249497	RNA-Seq	size fractionation	TRANSCRIPTOMIC		VACCINE AND INFECTIOUS DISEASE ORGANIZATION	75	0	1419826			25824832	3453230	ATCC14028s csgD mutant	csgD mutant	NC_016856.1;NC_016855.1	csgD	del_csgD_planktonic_TP2	WT_planktonic_TP1	del_csgD	LB			Aerobic		37C					Salmonella enterica subsp. enterica serovar Typhimurium str. ATCC 14028s		csgD		1	3 total	del_csgD_planktonic_TP2		
SRX976480	4/7/15 12:49	59201	Salmonella enterica subsp. enterica serovar Typhimurium str. 14028S	28901	1236	59201	Salmonella enterica	PAIRED	ILLUMINA	Illumina HiSeq 2000	SRR1950301;SRR1950304;SRR1950306	SRP056892	PRJNA280002	280002	SRS891589	SAMN03453230	SRA249497	RNA-Seq	size fractionation	TRANSCRIPTOMIC		VACCINE AND INFECTIOUS DISEASE ORGANIZATION	75	0	1419828			25824832	3453230	ATCC14028s csgD mutant	csgD mutant	NC_016856.1;NC_016855.1	csgD	del_csgD_planktonic_TP3	WT_planktonic_TP1	del_csgD	LB			Aerobic		37C					Salmonella enterica subsp. enterica serovar Typhimurium str. ATCC 14028s		csgD		1	3 total	del_csgD_planktonic_TP3		
SRX976482	4/7/15 12:49	59201	Salmonella enterica subsp. enterica serovar Typhimurium str. 14028S	28901	1236	59201	Salmonella enterica	PAIRED	ILLUMINA	Illumina HiSeq 2000	SRR1950308;SRR1950309;SRR1950310	SRP056892	PRJNA280002	280002	SRS891589	SAMN03453230	SRA249497	RNA-Seq	size fractionation	TRANSCRIPTOMIC		VACCINE AND INFECTIOUS DISEASE ORGANIZATION	75	0	1419830			25824832	3453230	ATCC14028s csgD mutant	csgD mutant	NC_016856.1;NC_016855.1	csgD	del_csgD_planktonic_TP4	WT_planktonic_TP1	del_csgD	LB			Aerobic		37C					Salmonella enterica subsp. enterica serovar Typhimurium str. ATCC 14028s		csgD		1	3 total	del_csgD_planktonic_TP4		
